Q93553	A0A087WNU1
Q8I4G3	Q9DC29
Q18909	Q9DC33
Q9NET4	Q9DC40
Q9Y050	Q9DC51
U4PRD2	Q9DC53
Q9TZN1	Q9DC61
Q20720	Q9DC63
Q18273	Q9DC69
I2HAJ2	Q9DC70
Q9TXQ1	Q9DC71
A5Z2T1	Q9DCA2
Q9XUE9	Q9DCA5
Q8STF6	Q9DCB1
Q19873	Q9DCB4
Q21578	Q9DCB8
G5EGT7	Q9DCC4
Q93343	Q9DCC8
Q19437	Q9DCD0
Q17705	Q9DCD2
G5ED17	Q9DCD5
O61944	Q9DCD6
Q7JNM3	Q9DCE5
O44895	Q9DCE9
Q22032	Q9DCF9
Q9XXC2	Q9DCG6
Q17411	Q9DCG9
Q11178	Q9DCH4
O18039	Q9DCH6
Q23445	Q9DCI9
P91409	Q9DCJ1
O17586	Q9DCJ5
Q18355	Q9DCJ9
O76463	Q9DCL8
Q965V4	Q9DCL9
Q966M5	Q9DCM0
A0A061AIT4	Q9DCN2
Q17829	Q9DCP9
Q20303	Q9DCR2
G5ED39	Q9DCS3
P91914	Q9DCS9
Q95Y04	Q9DCT2
Q7YWR7	Q9DCT5
Q21805	Q9DCT6
Q03569	Q9DCT8
A0A4V0IL95	Q9DCV3
Q9XXD2	Q9DCV4
P34352	Q9DCV7
Q9N3S4	Q9DCW4
Q23237	Q9DCX2
Q9BLC4	Q9DCZ4
Q9XTQ7	Q9DD03
G5EFS4	Q9DD18
O17757	Q9EP52
P34766	Q9EP53
G5ED20	Q9EP69
P34400	Q9EP71
Q19216	Q9EP72
Q19424	Q9EP73
Q2V0X4	Q9EP82
Q09529	Q9EP89
P53547	Q9EP97
P90917	Q9EPB4
Q93315	Q9EPC1
Q9GYN3	Q9EPC2
Q9UB01	Q9EPE9
Q8I7L5	Q9EPJ9
Q22254	Q9EPK2
P90947	Q9EPK5
Q20727	Q9EPK6
Q9TYX1	Q9EPK7
G5ED46	Q9EPL2
Q336K9	Q9EPL4
G5EDT9	Q9EPL8
Q95NU5	Q9EPM5
Q22918	Q9EPN1
Q8WQF8	Q9EPQ1
O45451	Q9EPQ2
O61818	Q9EPQ8
Q8IAA5	Q9EPR5
Q7Z1R1	Q9EPS3
O44400	Q9EPU0
B7FAS0	Q9EPU4
Q21544	Q9EPW2
A0A0M7RDX3	Q9EPX5
P90822	Q9EPZ6
G5ECR1	Q9EQ06
Q9TZ51	Q9EQ16
A0A3P6N6A0	Q9EQ20
Q95XD3	Q9EQ28
O17891	Q9EQ61
Q93198	Q9EQ80
Q27365	Q9EQB9
G5EEN8	Q9EQC5
H2KYR7	Q9EQF5
O76337	Q9EQF6
Q21115	Q9EQG9
O02139	Q9EQH2
Q5H9N3	Q9EQH3
O76398	Q9EQI8
O76618	Q9EQJ9
A0A131MD77	Q9EQK5
Q93382	Q9EQM6
O01519	Q9EQN3
Q2EEN1	Q9EQP2
Q22006	Q9EQP6
Q17981	Q9EQQ0
Q95R01	Q9EQQ2
Q09353	Q9EQQ9
P29506	Q9EQR3
Q21266	Q9EQS3
O62110	Q9EQU3
Q09596	Q9EQU5
Q18156	Q9EQX4
Q9GRU8	Q9EQY0
Q9XVN4	Q9EQZ6
Q95Q08	Q9EQZ7
G5ED75	Q9ER00
Q95018	Q9ER38
Q23022	Q9ER42
Q9XVJ2	Q9ER56
A4UVJ8	Q9ER63
U4PBN2	Q9ER67
P90960	Q9ER69
Q9N304	Q9ER71
G5EDL0	Q9ER72
Q21836	Q9ER73
O01524	Q9ER74
Q03606	Q9ER81
Q11183	Q9ER97
Q22212	Q9ERA0
H2FLJ1	Q9ERA6
A0A7R9SUL6	Q9ERB0
Q20436	Q9ERB5
Q22366	Q9ERC8
Q9BKS0	Q9ERD6
Q09510	Q9ERD7
O44199	Q9ERE2
O17981	Q9ERE7
X5LX98	Q9ERE9
Q9XUT0	Q9ERF3
Q8WQC0	Q9ERG0
Q9XW88	Q9ERG2
G5EF74	Q9ERH4
H2KZX4	Q9ERI2
Q9NEZ8	Q9ERI5
A0A0K3AXF6	Q9ERK4
Q19312	Q9ERL0
A0A8S4QDC4	Q9ERL7
Q965X4	Q9ERN0
Q9GYM2	Q9ERQ3
B7WN72	Q9ERR1
Q09347	Q9ERR7
Q95Q11	Q9ERS2
Q22795	Q9ERU9
P34326	Q9ERV1
I2HA85	Q9ERZ0
G5ECR7	Q9ES00
Q9U1W2	Q9ES28
Q21876	Q9ES34
O01525	Q9ES46
Q23356	Q9ES52
A0A0K3AUT5	Q9ES57
O61876	Q9ES64
O45987	Q9ES70
Q27505	Q9ES74
Q21088	Q9ES97
A5JYQ9	Q9ESB3
Q21517	Q9ESD1
G5EE59	Q9ESD6
Q9U257	Q9ESD7
Q95ZL9	Q9ESF1
G5EDN5	Q9ESJ0
Q18519	Q9ESJ1
A3QMB1	Q9ESJ4
G5EC67	Q9ESK3
Q9U9Y8	Q9ESK9
Q9N5C4	Q9ESL4
O76406	Q9ESN5
Q95Y84	Q9ESN6
G5EC22	Q9ESN9
P34329	Q9ESP1
P91115	Q9EST3
P91082	Q9EST4
P45969	Q9EST5
H2KYI8	Q9EST8
Q95Y41	Q9ESU6
H9G301	Q9ESV0
P41938	Q9ESW4
Q9U1Q4	Q9ESX5
P91341	Q9ESZ8
Q27497	Q9ET01
O45068	Q9ET22
Q8MNT1	Q9ET26
Q9U1U4	Q9ET30
Q9N302	Q9ET54
O45100	Q9JHB3
Q9N3T8	Q9JHD1
Q22666	Q9JHD2
Q9XWD5	Q9JHE6
G3MU66	Q9JHF5
O17895	Q9JHG0
Q20939	Q9JHG6
P34605	Q9JHH6
Q09504	Q9JHI5
Q2L6Y6	Q9JHI7
P90949	Q9JHI8
G3MU09	Q9JHJ0
Q93204	Q9JHK4
Q19082	Q9JHK5
P34661	Q9JHL1
Q09437	Q9JHP7
O44749	Q9JHQ5
O17754	Q9JHS3
O45432	Q9JHS4
Q9XTU3	Q9JHS9
P54812	Q9JHU4
O02327	Q9JHU9
G5EF82	Q9JI13
Q18509	Q9JI18
O16536	Q9JI19
O76828	Q9JI33
O17389	Q9JI38
A0A2C9C2Z6	Q9JI39
O44159	Q9JI44
O17528	Q9JI46
Q18586	Q9JI71
O46009	Q9JI74
Q20652	Q9JI75
Q19130	Q9JI78
Q9BL60	Q9JI90
P34528	Q9JI91
Q22554	Q9JIA1
A0A0K3AUU0	Q9JIB0
B1Q236	Q9JIB4
Q17760	Q9JID9
P34369	Q9JIF0
H2KYR1	Q9JIF7
G5EFD9	Q9JIG7
A0A3P6PCS5	Q9JIG8
Q20775	Q9JIH2
Q22028	Q9JII1
Q93730	Q9JII2
O18178	Q9JII5
Q400M2	Q9JII7
Q09475	Q9JIK5
A0A0K3AVF6	Q9JIK9
Q18438	Q9JIL4
O17589	Q9JIM1
O02226	Q9JIQ3
O45748	Q9JIS5
G5ECJ5	Q9JIS8
O02063	Q9JIW5
P34656	Q9JIX0
G5EF84	Q9JIX8
O17396	Q9JIY0
Q18497	Q9JIY2
Q9TXH9	Q9JIY5
U4PEM4	Q9JJ00
K8FE09	Q9JJ06
O61737	Q9JJ11
P91027	Q9JJ28
G5EDF1	Q9JJ43
Q21191	Q9JJ66
A0A131MCZ8	Q9JJ69
K8ES01	Q9JJ78
H2KZ39	Q9JJ80
P56407	Q9JJA4
Q23223	Q9JJA7
O45820	Q9JJA9
Q95X18	Q9JJC6
Q17711	Q9JJD0
A0A0K3AX65	Q9JJE7
Q23483	Q9JJF0
Q20697	Q9JJF9
Q19527	Q9JJG9
K8ESM2	Q9JJH7
Q8WT51	Q9JJI6
P48166	Q9JJI8
A0A4V0IJY6	Q9JJK2
Q21872	Q9JJL8
D3YT51	Q9JJN0
Q69YZ0	Q9JJN2
O17644	Q9JJN4
G5ECM4	Q9JJN5
Q17574	Q9JJP2
Q965K4	Q9JJQ0
A0A1C3NSL9	Q9JJR7
Q20201	Q9JJT0
O44556	Q9JJT9
Q8WQD9	Q9JJV0
O17602	Q9JJV1
Q9TYL9	Q9JJV2
Q93203	Q9JJV9
G5ECF2	Q9JJW6
Q4R120	Q9JJX7
Q9BMK9	Q9JJY3
Q93167	Q9JJY4
O45146	Q9JJZ2
Q9GYH7	Q9JJZ4
A0A0S4XR63	Q9JJZ6
P92022	Q9JJZ8
Q17457	Q9JK23
Q19981	Q9JK30
P17343	Q9JK42
O45789	Q9JK48
O17184	Q9JK81
Q86NG3	Q9JK84
O01531	Q9JK88
Q19852	Q9JK91
Q18991	Q9JK92
Q09538	Q9JK97
Q21771	Q9JKB1
Q94392	Q9JKB3
Q7YTU4	Q9JKC6
Q9BL07	Q9JKC8
Q9N457	Q9JKD3
H2L006	Q9JKD8
Q93831	Q9JKF1
G5ED97	Q9JKF7
Q18824	Q9JKK1
G5EE42	Q9JKK7
Q23333	Q9JKL4
O45279	Q9JKL5
Q960A6	Q9JKN1
Q22515	Q9JKN5
Q95ZS1	Q9JKN6
Q9XVM0	Q9JKP5
Q17345	Q9JKR6
Q9N4E9	Q9JKS4
Q9XXD0	Q9JKS5
Q21921	Q9JKU8
Q09544	Q9JKV1
Q9XWD4	Q9JKW0
Q965M5	Q9JKX3
O17626	Q9JKX4
Q95XL9	Q9JKX6
Q95X87	Q9JKY0
Q09410	Q9JKY5
O61975	Q9JL04
H2KZY4	Q9JL10
Q20770	Q9JL19
W6RXS5	Q9JL25
P34808	Q9JL26
Q9N2V9	Q9JL35
Q22585	Q9JL60
Q21193	Q9JLB0
O18008	Q9JLB2
Q17410	Q9JLB4
Q93875	Q9JLC4
Q9N3X3	Q9JLC6
G5ED64	Q9JLC8
C8JQN9	Q9JLF6
G5ECN9	Q9JLF7
Q9NA40	Q9JLG8
O18175	Q9JLI6
Q95YD9	Q9JLI7
Q18452	Q9JLI8
G5ECJ8	Q9JLJ0
Q20487	Q9JLJ2
P17330	Q9JLK3
P34517	Q9JLM8
Q9XVI6	Q9JLM9
Q18573	Q9JLN6
G5EEX7	Q9JLN9
G5ECE7	Q9JLQ0
A0A0K3ARX5	Q9JLQ2
P34427	Q9JLV1
O18301	Q9JLV5
Q22161	Q9JLV6
G5EGG2	Q9JLY0
Q09974	Q9JLY7
B5BM33	Q9JLZ3
P35800	Q9JLZ6
G5ECP4	Q9JM05
P46549	Q9JM13
Q9U2N7	Q9JM52
Q17658	Q9JM62
G5ECH0	Q9JM63
Q09354	Q9JM71
Q4W5T6	Q9JM76
P90747	Q9JM90
Q94399	Q9JM93
G5ECX9	Q9JM96
O01805	Q9JMA1
G5ED25	Q9JMA2
Q95XJ7	Q9JMB0
Q22857	Q9JMC3
O17004	Q9JMD0
G3MU88	Q9JME5
P91829	Q9JME7
Q27494	Q9JMF3
Q9GZE3	Q9JMG2
P34378	Q9JMG7
O17386	Q9JMH3
Q9N5A0	Q9JMH6
Q18953	Q9JMH9
Q22924	Q9JMI0
Q65ZG8	Q9JMJ2
H2L045	Q9JMK2
Q21650	Q9MD77
O16486	Q9MD82
P34475	Q9QUI0
Q20629	Q9QUJ7
G5EFQ5	Q9QUK6
Q9N2V2	Q9QUK9
Q22000	Q9QUL3
Q17339	Q9QUM0
Q23098	Q9QUM9
B7WN88	Q9QUN3
G5EGT4	Q9QUN8
Q19829	Q9QUP5
Q7K783	Q9QUQ5
P0DM42	Q9QUR6
Q5TEB3	Q9QUR7
Q09936	Q9QUR8
Q9XVS2	Q9QVP9
Q21017	Q9QW08
Q21648	Q9QWF0
Q18823	Q9QWI6
O02051	Q9QWK5
Q9N592	Q9QWL7
Q9N4V2	Q9QWT9
O62427	Q9QWV4
Q20941	Q9QWV9
Q9XVQ2	Q9QWW1
Q22544	Q9QWY8
Q19265	Q9QX11
P90745	Q9QX47
O02358	Q9QXA5
Q19302	Q9QXA6
H2KYS8	Q9QXB9
G5EC40	Q9QXC1
Q21938	Q9QXD6
Q3HKD3	Q9QXE0
P34260	Q9QXE2
Q11190	Q9QXE7
Q17798	Q9QXG2
Q9N341	Q9QXG4
Q19748	Q9QXJ1
G5EBT1	Q9QXK2
P34660	Q9QXK3
O16332	Q9QXK7
H2KYN7	Q9QXL1
O44760	Q9QXL2
O16699	Q9QXM1
P17221	Q9QXN0
O17198	Q9QXN3
O62203	Q9QXS1
O16299	Q9QXS6
P51559	Q9QXT0
O18131	Q9QXV0
G5EFY7	Q9QXV1
Q93565	Q9QXV3
O44856	Q9QXV8
Q03412	Q9QXX0
I1W6S5	Q9QXX4
Q65XX9	Q9QXX8
Q09350	Q9QXY6
P30628	Q9QY01
Q21525	Q9QY06
Q17675	Q9QY14
Q8MYP1	Q9QY23
O01561	Q9QY24
O45218	Q9QY36
G5EGK5	Q9QY40
Q19743	Q9QY42
Q23064	Q9QY53
Q23403	Q9QY76
Q09499	Q9QY81
O62336	Q9QYA2
O45169	Q9QYB1
Q19615	Q9QYB2
Q22498	Q9QYB5
G5EGS5	Q9QYB8
P34714	Q9QYC0
O16291	Q9QYC7
O02298	Q9QYE5
Q22295	Q9QYE6
Q23246	Q9QYE9
Q8IAA9	Q9QYF1
A0A0S4XR36	Q9QYF9
G5EBZ8	Q9QYG0
G5EBG0	Q9QYH6
Q9XVE5	Q9QYI3
H2KMI9	Q9QYI4
G5EFJ8	Q9QYI5
Q9N328	Q9QYI6
A0A8S4QBN9	Q9QYJ0
P91277	Q9QYJ3
O18023	Q9QYK7
Q18825	Q9QYL7
Q23522	Q9QYM5
P34509	Q9QYM8
Q9TZL8	Q9QYR6
Q22284	Q9QYS2
P42000	Q9QYS9
G5EFL9	Q9QYX7
A5A8Q6	Q9QYY0
Q9TYR0	Q9QYY8
Q966C5	Q9QZ03
O01822	Q9QZ04
Q9N4F0	Q9QZ05
G5ECZ4	Q9QZ06
O76561	Q9QZ08
Q20588	Q9QZ09
Q9N5N3	Q9QZ18
A0A2K5AU00	Q9QZ23
P41883	Q9QZ28
Q18493	Q9QZ73
Q18280	Q9QZ85
O17287	Q9QZ88
P34497	Q9QZB1
Q93725	Q9QZB6
Q9U2K7	Q9QZB7
Q95XX6	Q9QZC2
H2KZR2	Q9QZD4
P46012	Q9QZD8
Q9U2G0	Q9QZD9
Q9UAV5	Q9QZE5
Q8MYQ1	Q9QZE7
Q01630	Q9QZF2
O02621	Q9QZH3
Q20375	Q9QZH6
Q20199	Q9QZK7
G5EFP3	Q9QZL6
Q10929	Q9QZM0
G5EER4	Q9QZM3
Q9XTW2	Q9QZN4
G5EEW5	Q9QZQ1
Q10039	Q9QZQ8
B9ZSG9	Q9QZR0
Q20573	Q9QZR5
P91404	Q9QZS0
A0A5S9MN87	Q9QZS2
Q9TZ93	Q9QZS3
Q9U1Q2	Q9QZS7
G5EGF8	Q9QZX7
O45607	Q9QZZ4
Q95Q89	Q9R000
Q9XWU7	Q9R001
Q8IFZ8	Q9R002
O01314	Q9R020
G5EGI8	Q9R045
G5EE37	Q9R049
Q9XW13	Q9R053
Q93522	Q9R059
Q10665	Q9R060
A0A8S4QFA8	Q9R061
Q2XN04	Q9R062
A0A0K3AVJ9	Q9R099
O02042	Q9R0A0
P91104	Q9R0B6
Q20122	Q9R0B7
Q20128	Q9R0B9
Q9TZ33	Q9R0E1
Q25AR9	Q9R0E2
O62252	Q9R0G6
G5EEK3	Q9R0G7
Q94124	Q9R0H0
Q9XX38	Q9R0H5
Q6QUQ6	Q9R0I7
Q7K6X4	Q9R0K7
Q27874	Q9R0L6
Q9GZE0	Q9R0L7
A0A486WU00	Q9R0M0
Q94234	Q9R0N0
P30641	Q9R0N3
G5ECN7	Q9R0N5
O01933	Q9R0N7
Q8I7M8	Q9R0N8
P90989	Q9R0P3
Q22197	Q9R0P4
Q18599	Q9R0P5
Q9XWM0	Q9R0P6
P34416	Q9R0P9
Q09526	Q9R0Q1
O16684	Q9R0Q3
Q9XUL7	Q9R0Q4
Q9TW45	Q9R0Q6
Q21430	Q9R0Q7
O18125	Q9R0T8
Q22056	Q9R0U0
P45966	Q9R0X0
O45950	Q9R0X4
Q22316	Q9R0X5
Q9XUR4	Q9R0Y5
Q18474	Q9R0Y8
Q23027	Q9R100
A0A061AJL2	Q9R109
O18267	Q9R112
Q20070	Q9R117
G5EFR6	Q9R118
G5ECG2	Q9R158
Q23360	Q9R159
W6RRZ0	Q9R164
Q95XL6	Q9R171
Q93694	Q9R190
Q17460	Q9R1B9
P91522	Q9R1C6
P47208	Q9R1C7
Q18262	Q9R1J0
Q9TXN8	Q9R1K5
Q9N5N4	Q9R1K9
O45323	Q9R1L5
G5EFW7	Q9R1M5
Q9GYI1	Q9R1P0
O02485	Q9R1P1
Q20719	Q9R1P3
O62106	Q9R1P4
Q9TZA9	Q9R1Q7
Q20763	Q9R1Q8
Q22638	Q9R1Q9
O62415	Q9R1R2
Q9N4W8	Q9R1S0
O17066	Q9R1S8
Q05062	Q9R1T2
P34652	Q9R1T4
O01734	Q9R1V4
F5GUF0	Q9R1V6
Q9XXQ7	Q9R1V7
O17612	Q9R1X4
Q23460	Q9R1X5
Q21655	Q9R1Z7
Q9N5Y2	Q9R1Z8
P14585	Q9R207
Q9NF11	Q9R210
O01759	Q9R233
Q93254	Q9R257
V6CKQ0	Q9R269
O01479	Q9WTI7
Q22763	Q9WTJ4
Q9TYN2	Q9WTJ8
Q19116	Q9WTK0
G5ECZ0	Q9WTK3
G5EFX6	Q9WTK5
Q09262	Q9WTK7
Q95Q57	Q9WTL4
P41996	Q9WTL8
O01506	Q9WTM3
D0PV95	Q9WTM5
O02333	Q9WTN3
Q21649	Q9WTN6
P35799	Q9WTP6
Q9N428	Q9WTP7
P91988	Q9WTP9
Q9N5S7	Q9WTQ5
Q9XXC8	Q9WTQ8
P45895	Q9WTR2
Q95Y72	Q9WTS2
G5EFN9	Q9WTS4
Q9U2S6	Q9WTS5
Q93538	Q9WTT4
O01442	Q9WTU0
Q9N4U5	Q9WTU3
Q9N3H0	Q9WTU6
Q9BL78	Q9WTV6
Q9N431	Q9WTV7
O44738	Q9WTX2
Q9NAN2	Q9WTX5
Q9BIF4	Q9WTX6
P90770	Q9WTX7
Q95XS0	Q9WTX8
P51485	Q9WTZ0
O02279	Q9WTZ1
O16922	Q9WTZ2
Q20940	Q9WTZ9
H2KZ80	Q9WU19
Q93231	Q9WU22
Q20084	Q9WU28
U4PC09	Q9WU38
Q9GUM5	Q9WU39
Q9XTQ6	Q9WU40
P22981	Q9WU42
Q19849	Q9WU56
Q9TYM6	Q9WU62
F5GU90	Q9WU63
Q9U3F2	Q9WU78
Q9N2Z3	Q9WU84
O61790	Q9WUA2
Q93233	Q9WUA3
Q9XVA2	Q9WUA6
Q21222	Q9WUB0
V6CLF7	Q9WUB3
O45168	Q9WUB4
P34341	Q9WUD1
O17983	Q9WUF3
Q9U1V2	Q9WUH1
Q19699	Q9WUH2
Q9XV73	Q9WUH7
A0A0K3AUF2	Q9WUI0
A0A4V0INB3	Q9WUI1
Q9U2Q1	Q9WUK2
Q1ZXT7	Q9WUK4
O16408	Q9WUL7
G5EE53	Q9WUL8
Q22101	Q9WUM3
Q20363	Q9WUM4
O45815	Q9WUM5
H2L0B1	Q9WUN2
Q8WSN8	Q9WUP4
Q20647	Q9WUP7
O17169	Q9WUQ2
P34287	Q9WUR2
G5EGI2	Q9WUT3
O17606	Q9WUU6
Q27474	Q9WUU7
P30639	Q9WUU8
O18064	Q9WUU9
Q23402	Q9WV02
G5EGA9	Q9WV04
Q18078	Q9WV06
B7WNA2	Q9WV07
Q9TY03	Q9WV18
A0A1C3NSH3	Q9WV27
B3WFX6	Q9WV30
Q19684	Q9WV31
G5EBE3	Q9WV32
Q9U203	Q9WV34
Q10032	Q9WV35
O45933	Q9WV54
G5EEB3	Q9WV55
H2L098	Q9WV56
Q18239	Q9WV60
Q22388	Q9WV69
O61801	Q9WV70
P34705	Q9WV72
G5ECK0	Q9WV74
Q9N4A9	Q9WV80
G5ED00	Q9WV84
Q9XWZ2	Q9WV85
Q20679	Q9WV91
Q9XW92	Q9WV92
A0A486WXF4	Q9WV96
Q21888	Q9WV98
Q17964	Q9WVA2
Q20893	Q9WVA3
G5EDD1	Q9WVA4
A5Z2W0	Q9WVB0
O16303	Q9WVB3
Q9NAQ2	Q9WVB4
Q7JP68	Q9WVD4
Q93557	Q9WVD5
Q20772	Q9WVE8
O61826	Q9WVF7
Q18409	Q9WVG6
Q17514	Q9WVG9
G5EEG9	Q9WVH4
Q10653	Q9WVI9
Q23449	Q9WVJ2
O01862	Q9WVJ5
Q04907	Q9WVJ9
O01927	Q9WVK0
Q965G5	Q9WVK4
H2KY86	Q9WVL0
Q09205	Q9WVL2
H2L086	Q9WVL3
P34264	Q9WVM1
G5EE25	Q9WVM3
Q19812	Q9WVP6
G5EE04	Q9WVQ1
H2KYA0	Q9WVQ5
P46582	Q9WVR4
Q9XTV4	Q9WVS6
E1B6T7	Q9WVS8
O45502	Q9Z0E0
P91203	Q9Z0E3
Q9U3R5	Q9Z0E6
O16242	Q9Z0F8
P91148	Q9Z0G0
O44452	Q9Z0G7
P52012	Q9Z0H0
Q23450	Q9Z0H1
Q04833	Q9Z0H3
P91243	Q9Z0H7
Q21355	Q9Z0H8
Q9BL96	Q9Z0J0
Q21541	Q9Z0J4
A0A5S9MMB0	Q9Z0L0
Q95XH8	Q9Z0L2
O45578	Q9Z0L8
G5EFM8	Q9Z0M6
Q19706	Q9Z0N1
O17783	Q9Z0N2
A0A131MBU3	Q9Z0P5
Q09487	Q9Z0P7
O17514	Q9Z0R4
Q966P3	Q9Z0R6
Q9TXY1	Q9Z0R9
Q94166	Q9Z0S1
Q18184	Q9Z0S2
P04255	Q9Z0U1
O62225	Q9Z0V1
Q9U283	Q9Z0V2
Q9XUG9	Q9Z0V7
Q21672	Q9Z0W1
Q94239	Q9Z0W3
Q9U3L5	Q9Z0X1
O44770	Q9Z0X4
Q9NEU2	Q9Z0Y1
G5EDT2	Q9Z0Y7
O44502	Q9Z0Y9
O17173	Q9Z0Z3
Q21944	Q9Z0Z4
O62198	Q9Z0Z7
Q18020	Q9Z100
O45526	Q9Z101
Q09517	Q9Z103
Q9XWJ1	Q9Z104
B7WN95	Q9Z108
O44906	Q9Z110
O02106	Q9Z120
Q9XW12	Q9Z123
Q17961	Q9Z125
Q9U2X0	Q9Z127
O62460	Q9Z129
P17329	Q9Z130
Q20521	Q9Z138
Q9GUG4	Q9Z139
H2L057	Q9Z140
O44606	Q9Z148
Q9U2L2	Q9Z160
Q9U287	Q9Z172
Q9BKR5	Q9Z175
A0A0K3AU69	Q9Z180
Q9XTG7	Q9Z188
Q9NAG5	Q9Z1A1
Q20741	Q9Z1A9
G5EDE4	Q9Z1B3
O44827	Q9Z1B5
G5EFH1	Q9Z1B7
P34682	Q9Z1B8
G5ECU7	Q9Z1D1
O16243	Q9Z1E3
Q9N3F0	Q9Z1E4
P30429	Q9Z1F9
Q9XW79	Q9Z1G3
Q9XWV7	Q9Z1G4
Q22866	Q9Z1J1
Q23639	Q9Z1J2
O16214	Q9Z1J3
Q18406	Q9Z1K5
Q17888	Q9Z1K6
Q23217	Q9Z1K7
Q1ENI8	Q9Z1M0
Q93454	Q9Z1M8
Q20778	Q9Z1N2
Q9U3N5	Q9Z1N5
O45944	Q9Z1N6
Q95QG1	Q9Z1N7
O01601	Q9Z1N9
Q19441	Q9Z1P4
G5EE90	Q9Z1P5
Q9XX57	Q9Z1P6
B3KYC0	Q9Z1P8
P92199	Q9Z1Q2
A0A4V0IKA6	Q9Z1Q5
Q09511	Q9Z1Q9
P91303	Q9Z1R2
P34555	Q9Z1R9
Q17569	Q9Z1S0
P43508	Q9Z1S5
Q18246	Q9Z1S8
Q19207	Q9Z1T1
Q93874	Q9Z1T5
A0PD34	Q9Z1T6
Q09397	Q9Z1W8
Q8T7Z2	Q9Z1W9
P11141	Q9Z1X4
Q18070	Q9Z1Y4
Q09230	Q9Z1Z0
Q27492	Q9Z1Z2
P02566	Q9Z204
E4MYG2	Q9Z205
O44158	Q9Z206
Q9N2W4	Q9Z207
O45574	Q9Z210
Q9XUU2	Q9Z218
Q22168	Q9Z222
Q9TXM9	Q9Z239
O45577	Q9Z247
Q9NAG4	Q9Z248
O62071	Q9Z255
Q8WQA4	Q9Z266
H2KZN0	Q9Z268
G5EDA0	Q9Z273
Q9TY01	Q9Z275
Q20636	Q9Z277
Q09497	Q9Z2A0
Q067Y2	Q9Z2A5
P46581	Q9Z2C4
Q21369	Q9Z2C5
P34274	Q9Z2C8
Q20381	Q9Z2C9
Q9XU04	Q9Z2D0
F5GUD1	Q9Z2D1
P27604	Q9Z2D6
A0A0K3AVN7	Q9Z2F7
Q20557	Q9Z2G0
Q93571	Q9Z2G6
Q17795	Q9Z2H5
Q9TZ50	Q9Z2I0
Q17415	Q9Z2I8
P46502	Q9Z2I9
Q17820	Q9Z2K1
Q19117	Q9Z2L7
Q9XXH7	Q9Z2M6
A0A131MCL1	Q9Z2N8
Q09407	Q9Z2P8
Q9N585	Q9Z2Q5
Q7YTG9	Q9Z2Q6
Q21138	Q9Z2R6
Q21368	Q9Z2S7
P90868	Q9Z2U0
P10299	Q9Z2U1
Q09958	Q9Z2U2
Q564Y3	Q9Z2V5
Q09490	Q9Z2V6
O01765	Q9Z2W0
Q9TXQ8	Q9Z2W8
G5EDS2	Q9Z2W9
Q9N410	Q9Z2X1
Q5FC79	Q9Z2X2
H2KYA1	Q9Z2X8
G5EEM5	Q9Z2Y3
Q9U296	Q9Z2Y8
O62126	Q9Z2Z6
Q9U256	Q9Z2Z9
Q8ITW8	Q9Z315
Q19366	Q9Z319
A0A3B1DR57	Q9Z320
G5EFE1	Q9Z321
Q6A578	Q9Z329
Q22668	Q9Z331
Q21961	Q9Z351
Q20008	S4R1M9
O16271	S4R2K0
