Q8BR07	A0A087WUL8
Q569N2	Q96LR4
Q8R3L8	Q96LR5
Q6GQX6	Q96LT9
O08760	Q96LU5
P70210	Q96LZ2
P51612	Q96LZ3
Q0P678	Q96M27
P29788	Q96M29
Q6GQV7	Q96M63
Q3UW68	Q96M89
Q9CR86	Q96M91
Q6PDG8	Q96M94
Q8R5A3	Q96MA1
Q9CPX7	Q96ME1
Q99KR7	Q96ME7
Q4VBE4	Q96MF2
Q8BIV3	Q96MF4
Q5SVP3	Q96MF7
Q61146	Q96MH2
Q8VEG4	Q96MH6
Q9EQF5	Q96MI6
Q8C2B3	Q96MM6
Q9CWU5	Q96MM7
Q8CHE4	Q96MN2
P23611	Q96MP8
P97489	Q96MT8
Q91W18	Q96MU7
P70281	Q96MV1
O35280	Q96MV8
Q9JIB6	Q96MW1
Q9CQT2	Q96MW5
Q9CQQ8	Q96MX3
Q8BW96	Q96MX6
Q8BHB4	Q96MY7
O35491	Q96N16
Q3UJD6	Q96N21
O54879	Q96N64
D3YXK2	Q96N66
P59999	Q96N67
P09535	Q96NA8
Q9CPP0	Q96NB2
F7BAB2	Q96NB3
Q9D1L0	Q96NC0
Q8CDU4	Q96NE9
O08762	Q96NL1
Q6NSU3	Q96NL6
Q8BIF0	Q96NM4
A2APA5	Q96NR8
A8DUK4	Q96NT0
Q9EQQ2	Q96NT1
Q8C5U9	Q96NT3
Q8BHY2	Q96NU0
P10833	Q96NU1
P10146	Q96NY8
P26149	Q96NY9
D3Z624	Q96P11
Q3UMF0	Q96P16
Q9QWV4	Q96P20
Q9JJW6	Q96P47
Q3UZ01	Q96P48
Q9D9Z5	Q96P63
Q9Z2X1	Q96P70
Q9CY50	Q96PC5
E9PWB6	Q96PD2
Q2MHN3	Q96PD4
Q8BUV6	Q96PE2
Q7TSZ8	Q96PE5
G3X982	Q96PF1
P35486	Q96PK6
A4Q9F4	Q96PL2
P97855	Q96PM5
Q4VA61	Q96PN8
Q9Z320	Q96PQ1
Q9CPZ6	Q96PQ6
Q8VHJ5	Q96PU4
O08550	Q96PU5
Q61371	Q96PU8
G5E8B9	Q96PV0
Q9D361	Q96PV4
P52479	Q96PV6
Q3U1V6	Q96PX1
Q8VDV0	Q96PX6
Q9Z331	Q96PY5
Q9D967	Q96PY6
Q61578	Q96PZ0
Q0GGX2	Q96PZ2
Q9D275	Q96Q05
Q9D198	Q96Q07
Q571E4	Q96Q11
Q8QZY3	Q96Q15
O35450	Q96Q40
Q8R0X7	Q96Q45
Q8BVZ1	Q96Q77
A0A087WNU1	Q96Q83
Q6PD26	Q96Q89
Q8BLX7	Q96QA5
P70704	Q96QC0
Q9WTS2	Q96QD8
Q9D662	Q96QD9
Q64527	Q96QE5
Q8BIA3	Q96QF0
P23708	Q96QG7
P07309	Q96QK1
Q8R3L2	Q96QR8
Q9D009	Q96QS6
Q60585	Q96QT4
Q60829	Q96QT6
Q9JI71	Q96QU8
Q6PDS3	Q96QV6
P61329	Q96R06
Q60898	Q96RD7
Q9EPZ6	Q96RE7
P70248	Q96RF0
Q8BW74	Q96RG2
P62317	Q96RK0
Q99ME7	Q96RK4
Q04887	Q96RL1
C0HKE4	Q96RL7
Q99N50	Q96RN5
Q3URZ6	Q96RP9
Q5ND34	Q96RQ1
Q9D071	Q96RQ3
Q8R1B5	Q96RR1
Q8CJ00	Q96RR4
Q6P3Y5	Q96RS0
Q6NZQ4	Q96RS6
Q8CI43	Q96RT1
Q3USJ8	Q96RT7
Q9D3P1	Q96RT8
Q9DCC8	Q96RU2
Q9Z172	Q96RU3
Q8K4K2	Q96RU7
Q80XU8	Q96RU8
Q6P5F6	Q96RY5
Q6P8I4	Q96RY7
Q9CXD6	Q96S06
Q3U269	Q96S16
Q5NBY9	Q96S44
P0DP27	Q96S52
Q9DB32	Q96S53
P0DP28	Q96S55
P27600	Q96S66
Q9QYF9	Q96S79
Q5ND52	Q96S82
Q60866	Q96S86
Q91XB0	Q96S94
Q6P7W0	Q96S97
Q63870	Q96SA4
Q9Z2I8	Q96SB3
Q9Z2U0	Q96SB4
Q5SV85	Q96SB8
P04186	Q96SD1
B1AUH1	Q96SF2
Q99J27	Q96SI1
Q9DCT5	Q96SI9
P56567	Q96SK2
Q8VBZ3	Q96SL4
P70434	Q96SN8
P54071	Q96SQ5
Q8CEC0	Q96SQ9
Q9JJ78	Q96ST2
Q61548	Q96ST3
Q6PCZ4	Q96ST8
Q9R257	Q96SU4
Q6P549	Q96SW2
A2ARV4	Q96SY0
Q8R1W8	Q96SZ6
Q6NZL1	Q96T17
Q7TPM3	Q96T23
Q9CZS1	Q96T37
P09470	Q96T49
Q9QZM0	Q96T51
Q62432	Q96T52
P58466	Q96T55
Q8K1R3	Q96T58
Q7TPS9	Q96T60
Q8BGQ7	Q96T76
P47809	Q96T88
Q8CH25	Q96TA1
Q8BG95	Q96TA2
P27782	Q96TC7
P70227	Q99081
P53986	Q99417
P51942	Q99418
Q91Z83	Q99426
Q9CZX2	Q99435
Q99L13	Q99436
Q69ZT3	Q99437
Q3LHH8	Q99439
P41731	Q99442
Q62314	Q99445
Q8VCB2	Q99447
P58252	Q99459
O08579	Q99460
A2A935	Q99469
Q571H0	Q99470
O35317	Q99471
P19253	Q99496
P60843	Q99497
Q8BFR9	Q99501
Q9QWK4	Q99502
Q91YH5	Q99504
Q9CWH6	Q99519
O88907	Q99523
Q9DC77	Q99525
Q61337	Q99536
Q6PCL9	Q99538
P49935	Q99543
P18242	Q99547
Q922H4	Q99549
Q9CR09	Q99558
Q9ERA0	Q99567
Q91Z96	Q99569
Q9D823	Q99570
Q9JJN5	Q99571
Q9Z1Q9	Q99575
Q6DID3	Q99576
Q8BQA5	Q99584
O88343	Q99590
Q80TS7	Q99592
Q9JHH6	Q99593
P50543	Q99598
Q9WTZ0	Q99608
Q99J09	Q99613
Q9Z2C5	Q99614
P60521	Q99615
Q9DCL2	Q99616
Q6ZPR5	Q99618
Q8BHT6	Q99619
Q8R368	Q99622
Q5SUC9	Q99623
Q8VCI5	Q99627
Q9JHS4	Q99633
Q9QX98	Q99638
P62046	Q99640
Q8BGA3	Q99650
Q91XL9	Q99653
Q6ZPE2	Q99661
A2AI05	Q99666
P06683	Q99675
Q9CQL7	Q99676
Q60773	Q99677
Q9ERZ0	Q99679
Q3UTQ8	Q99683
Q99M04	Q99685
Q9D0L6	Q99689
Q64008	Q99697
Q9R0T7	Q99698
Q99MD8	Q99700
A2RTL5	Q99706
P01867	Q99707
Q60759	Q99708
Q8JZQ9	Q99714
O88792	Q99715
Q8K4S1	Q99717
Q9JJ61	Q99719
Q9ER42	Q99720
Q9WV56	Q99726
P35991	Q99728
Q922Q8	Q99729
Q8K273	Q99732
P17563	Q99733
P39876	Q99735
Q91YY4	Q99741
P16054	Q99742
Q80TG9	Q99743
P70689	Q99747
Q99M51	Q99750
Q9JJ80	Q99755
Q9JIK5	Q99757
Q69ZU8	Q99758
P35737	Q99759
P49222	Q99767
Q3TDX8	Q99788
Q8VD33	Q99797
Q8CE64	Q99798
Q80UF4	Q99801
Q8CGP5	Q99805
P22777	Q99808
Q8C078	Q99814
P04104	Q99816
Q9ES57	Q99828
Q62137	Q99829
Q7TSK7	Q99832
Q8C4A5	Q99836
Q8CHG7	Q99848
Q62176	Q99853
Q6KAQ7	Q99856
Q9D0E3	Q99871
P12970	Q99873
Q6P8M1	Q99877
P28828	Q99878
Q8K0V4	Q99879
Q3U7U3	Q99880
Q80ZT1	Q99909
Q8CFW1	Q99932
Q9WVJ2	Q99933
Q9JK84	Q99941
Q9D824	Q99942
E9Q557	Q99943
Q8BK62	Q99944
O70370	Q99952
Q9EPB4	Q99956
O88455	Q99958
O35218	Q99959
Q8BIK6	Q99961
Q9JJE7	Q99962
Q9EQS3	Q99963
Q9CXA2	Q99966
Q3UZP0	Q99972
P31428	Q99985
Q60676	Q99986
Q69Z99	Q99988
Q8BVE3	Q99996
P29391	Q9BPU6
Q9JHI7	Q9BPW8
Q3UQ22	Q9BPX1
Q6PIC6	Q9BPX3
Q61838	Q9BPX5
P14847	Q9BPX6
Q3TBT3	Q9BPY3
Q8C570	Q9BPZ7
P48771	Q9BQ04
P11672	Q9BQ15
Q8JZU2	Q9BQ24
Q61923	Q9BQ31
Q923Q2	Q9BQ39
Q61830	Q9BQ48
Q91VC4	Q9BQ50
Q99L28	Q9BQ51
Q3TWW8	Q9BQ52
Q8JZV7	Q9BQ61
P19473	Q9BQ65
Q91Y86	Q9BQ66
Q6PGC1	Q9BQ67
P81269	Q9BQ69
Q99J99	Q9BQ70
E0CXN7	Q9BQ75
Q80WV7	Q9BQ83
Q6PE13	Q9BQ87
Q61595	Q9BQ89
Q8BZ20	Q9BQ90
Q5HZJ0	Q9BQ95
Q8R1I1	Q9BQA1
Q9D8S4	Q9BQA5
P40645	Q9BQA9
P27005	Q9BQB4
Q9WU38	Q9BQB6
O70165	Q9BQC3
Q9CQ48	Q9BQC6
P33587	Q9BQD3
P63330	Q9BQE3
Q99PF4	Q9BQE5
Q8R3P9	Q9BQE9
Q3UYV9	Q9BQG0
Q9CQG2	Q9BQG2
Q8R2S9	Q9BQI0
Q7TQG1	Q9BQI5
P56389	Q9BQK8
Q80U78	Q9BQP7
Q3V1Z5	Q9BQQ3
P15508	Q9BQS8
Q99N32	Q9BQT9
A6H8H2	Q9BQY4
Q9JKS5	Q9BR76
Q80YT5	Q9BRA0
P42586	Q9BRA2
Q6R5N8	Q9BRB3
Q5SVL6	Q9BRD0
Q9QZ85	Q9BRG1
Q5DTT3	Q9BRG2
Q80UE6	Q9BRI3
Q8R1N4	Q9BRJ2
Q6PGF7	Q9BRJ6
Q9CXR1	Q9BRJ7
Q5GH64	Q9BRK0
P26041	Q9BRK4
Q9Z0H3	Q9BRK5
Q99PJ0	Q9BRL6
Q91X88	Q9BRN9
P97432	Q9BRP0
O88602	Q9BRP1
A6H5Y3	Q9BRP4
Q920Q6	Q9BRP8
F8VQG7	Q9BRQ6
P59759	Q9BRQ8
E9Q7X6	Q9BRR3
Q99L04	Q9BRR6
Q3V0I2	Q9BRR8
Q8VCX6	Q9BRR9
Q91Z69	Q9BRS2
Q9CQ21	Q9BRT2
Q8BRH3	Q9BRT6
O55125	Q9BRT8
O35740	Q9BRT9
Q9DBJ1	Q9BRU9
Q9D6K5	Q9BRV8
Q3UXW4	Q9BRX2
Q923D5	Q9BRX5
Q80YV4	Q9BRX8
Q9CZY3	Q9BRX9
Q8R4C2	Q9BRY0
Q99KI3	Q9BRZ2
Q99JW2	Q9BS16
O70166	Q9BS26
Q3TLR7	Q9BS40
Q9QZC2	Q9BSB4
Q9JHS3	Q9BSC4
P62069	Q9BSD7
P32082	Q9BSE2
A3KGK3	Q9BSE5
Q8BWG9	Q9BSF4
Q8R4N0	Q9BSG1
Q8BGZ1	Q9BSH4
Q7TN29	Q9BSH5
Q9JI18	Q9BSI4
O35454	Q9BSJ2
P09079	Q9BSJ5
Q8BFR1	Q9BSJ6
Q6IFZ6	Q9BSJ8
Q9D7K2	Q9BSK4
Q8K182	Q9BSL1
Q6NVF0	Q9BSM1
P58044	Q9BSQ5
Q6P5U7	Q9BSR8
P14106	Q9BST9
Q4LFA9	Q9BSU1
P21447	Q9BSU3
Q9JJD0	Q9BSW2
Q5SPL2	Q9BSW7
Q3L180	Q9BT09
Q8R0Y8	Q9BT17
P48168	Q9BT22
A2AAJ9	Q9BT25
Q8BI06	Q9BT40
E9PWM3	Q9BT43
Q64737	Q9BT49
Q0VBL6	Q9BT56
Q9CXF0	Q9BT67
Q9ES64	Q9BT73
Q60596	Q9BT78
Q9D0D4	Q9BT92
Q9QYI6	Q9BTA9
P61087	Q9BTC0
Q8BK67	Q9BTC8
Q8C796	Q9BTD8
Q9JI75	Q9BTE1
O35464	Q9BTE3
Q8K3K8	Q9BTE6
Q2PFD7	Q9BTE7
Q8K370	Q9BTL3
B1AS29	Q9BTL4
Q8K0Q5	Q9BTM1
Q04863	Q9BTN0
Q8C3P7	Q9BTT0
P97801	Q9BTT4
Q8BX17	Q9BTT6
Q920L1	Q9BTU6
P24788	Q9BTV4
Q80W37	Q9BTV5
Q14C51	Q9BTW9
Q91ZA3	Q9BTX1
Q6PDX6	Q9BTX3
Q149S1	Q9BTY2
Q8BH73	Q9BTY7
P60324	Q9BTZ2
P70377	Q9BU02
Q61458	Q9BU19
O88986	Q9BU23
Q80SU7	Q9BU61
Q9WVL6	Q9BU64
P22893	Q9BU70
P35700	Q9BU76
Q8BYY4	Q9BU79
P02104	Q9BUA3
Q9D1X0	Q9BUB5
Q8CCK0	Q9BUB7
Q61712	Q9BUE0
Q5ND28	Q9BUE6
Q8BL97	Q9BUF5
Q9D1C2	Q9BUG6
P26339	Q9BUH8
Q05816	Q9BUI4
Q60943	Q9BUJ0
Q9D2G2	Q9BUJ2
Q3UYH7	Q9BUK6
A0A0N4SUV0	Q9BUL5
Q07079	Q9BUL8
Q8CGZ0	Q9BUL9
P40764	Q9BUN8
Q6PD21	Q9BUP0
Q9Z180	Q9BUP3
Q60707	Q9BUQ8
Q149F3	Q9BUR4
Q9EPW0	Q9BUT1
Q64520	Q9BUV8
Q5BL07	Q9BUY5
Q3UH60	Q9BUZ4
Q3TPX4	Q9BV20
P53810	Q9BV38
P70697	Q9BV40
P15066	Q9BV44
Q80U44	Q9BV47
Q3U1M7	Q9BV57
Q99PW8	Q9BV68
Q9CS00	Q9BV73
Q9R0Q1	Q9BV81
Q920N7	Q9BV86
Q61490	Q9BV94
A2AJQ3	Q9BV97
Q9R190	Q9BVA1
B2RW38	Q9BVC3
Q9QXN0	Q9BVC4
B2RX82	Q9BVC5
Q99KF1	Q9BVC6
Q9Z0G2	Q9BVG4
P21803	Q9BVG8
Q62296	Q9BVG9
Q8K183	Q9BVI4
Q8CIN4	Q9BVJ6
Q9CPW3	Q9BVJ7
Q9JMA2	Q9BVK2
Q3UJB0	Q9BVK6
Q8BU14	Q9BVK8
Q7TT79	Q9BVL2
Q9JLR9	Q9BVL4
Q9Z2C4	Q9BVN2
Q8K2F8	Q9BVP2
P97457	Q9BVQ7
Q61120	Q9BVS4
Q8VCI0	Q9BVS5
A0A1Y7VNI1	Q9BVT8
Q14C59	Q9BVV2
A2VDH7	Q9BVV7
Q9Z1N6	Q9BVX2
P53783	Q9BW11
Q9D404	Q9BW19
Q6NS60	Q9BW27
Q61362	Q9BW60
Q9R159	Q9BW61
Q9ER71	Q9BW66
Q3UHB8	Q9BW71
Q5SFM8	Q9BW83
Q7TN83	Q9BW85
Q8BJ90	Q9BW91
Q8R570	Q9BW92
Q8VHZ7	Q9BWC9
Q8BQS5	Q9BWE0
Q6NXY1	Q9BWF2
Q61116	Q9BWF3
Q8CCN1	Q9BWG4
Q91V61	Q9BWG6
Q922M5	Q9BWH2
P97429	Q9BWH6
Q9D1M4	Q9BWJ5
Q60772	Q9BWL3
P20108	Q9BWM7
Q6ZWY8	Q9BWN1
Q9CR47	Q9BWQ6
Q8CGB6	Q9BWS9
P24822	Q9BWT6
P51860	Q9BWT7
C0HKE6	Q9BWU0
Q68FL4	Q9BWU1
Q61387	Q9BWW4
Q8VE38	Q9BX10
Q9D125	Q9BX40
Q5DTW2	Q9BX46
G5E8V9	Q9BX63
Q91WU5	Q9BX66
A2AL36	Q9BX68
Q9CPQ3	Q9BX70
Q8BGW8	Q9BX95
Q811U4	Q9BXA6
Q9CXG9	Q9BXA7
Q6P8X1	Q9BXB1
P19182	Q9BXB4
P70694	Q9BXB5
Q62028	Q9BXC9
Q60756	Q9BXF3
Q9JKB1	Q9BXF6
P60060	Q9BXF9
Q9JJ06	Q9BXJ1
P48999	Q9BXJ2
Q9R0Y8	Q9BXJ5
Q6A070	Q9BXJ8
P28867	Q9BXJ9
Q9CW46	Q9BXK1
Q8BKT8	Q9BXK5
Q9D787	Q9BXL5
O55112	Q9BXL8
P07901	Q9BXM7
Q6TDU8	Q9BXN2
Q60967	Q9BXP2
O08539	Q9BXP5
Q9CRT8	Q9BXR0
P11679	Q9BXS4
Q9JMH9	Q9BXS5
Q8C3Q5	Q9BXS6
Q8CBF3	Q9BXS9
Q9CZP0	Q9BXT2
Q9QZ03	Q9BXW4
A2TJV2	Q9BXW6
P36552	Q9BXW7
Q02248	Q9BXW9
P61375	Q9BXY0
Q9R1B9	Q9BXY8
P53784	Q9BY11
Q8CFI0	Q9BY14
P58022	Q9BY32
Q569Z5	Q9BY42
Q8K0Z9	Q9BY43
P06801	Q9BY44
Q3UIW5	Q9BY50
P24547	Q9BY77
Q9QZH6	Q9BY78
P52293	Q9BY84
Q05920	Q9BY89
Q6TYB5	Q9BYB0
Q9D3G9	Q9BYB4
Q62383	Q9BYC5
Q8C6P8	Q9BYC9
P58389	Q9BYD1
P46664	Q9BYD2
Q99N91	Q9BYD3
Q3U133	Q9BYD6
Q5DU37	Q9BYE2
P41139	Q9BYE3
Q8BPA8	Q9BYE7
P25444	Q9BYF1
P97376	Q9BYG3
P52785	Q9BYG5
P59114	Q9BYJ1
P12849	Q9BYJ9
Q99LR1	Q9BYK8
Q3UQ41	Q9BYM8
P54987	Q9BYN0
Q8CGK7	Q9BYN8
Q9CS74	Q9BYP7
P35487	Q9BYP8
O08746	Q9BYQ0
Q8BLQ9	Q9BYQ2
Q8K4L3	Q9BYQ3
Q91V14	Q9BYQ4
Q3UGF1	Q9BYQ6
P22605	Q9BYR2
P61957	Q9BYR3
Q925T6	Q9BYR5
P42582	Q9BYR6
A2ARP1	Q9BYR7
Q7TPD1	Q9BYR8
Q9QXV8	Q9BYR9
Q9EQX4	Q9BYS1
Q7TSK3	Q9BYT3
Q99MJ6	Q9BYT8
Q8K394	Q9BYU1
P43006	Q9BYV2
P29595	Q9BYV6
Q80W99	Q9BYV9
P04627	Q9BYW2
O70423	Q9BYX2
Q9D270	Q9BYX7
A1L317	Q9BYZ2
P30285	Q9BYZ6
Q9Z100	Q9BZ11
P10629	Q9BZ29
Q5SUA5	Q9BZ76
Q8CFE3	Q9BZ95
Q8K1A6	Q9BZB8
Q5SXY1	Q9BZC7
P37040	Q9BZD4
P58069	Q9BZD6
Q69ZK9	Q9BZE0
P53996	Q9BZE1
Q8C827	Q9BZE4
Q03350	Q9BZE9
Q62188	Q9BZF1
Q80TM9	Q9BZF3
Q8C3F2	Q9BZF9
Q8K450	Q9BZG8
Q8C255	Q9BZI7
Q8K2K6	Q9BZJ0
P58774	Q9BZK7
P58801	Q9BZL1
Q6PGB6	Q9BZL3
Q80UP5	Q9BZL4
Q04207	Q9BZL6
Q61003	Q9BZM4
Q9CQL4	Q9BZP6
Q61411	Q9BZQ6
Q8R3C0	Q9BZR8
Q91ZZ3	Q9BZR9
Q9ER73	Q9BZS1
P03995	Q9BZV1
O35988	Q9BZW2
Q8VC56	Q9BZW7
Q3U0S6	Q9BZW8
Q8BUJ9	Q9BZX2
P51859	Q9BZY9
P24527	Q9BZZ5
Q3U962	Q9C002
Q99LM2	Q9C004
Q07076	Q9C005
Q9ERI5	Q9C009
Q60716	Q9C019
Q9D9T6	Q9C026
P18293	Q9C029
Q80TN4	Q9C030
Q8JZP2	Q9C035
P24815	Q9C037
Q3TJ91	Q9C040
Q6PDK2	Q9C086
Q99LF7	Q9C0B0
B9EKX1	Q9C0B1
Q8VBV3	Q9C0B5
Q91WR8	Q9C0B7
Q8C166	Q9C0C2
P83887	Q9C0C4
Q99K51	Q9C0C7
P99027	Q9C0C9
Q7TT45	Q9C0D2
Q80U16	Q9C0D3
Q61474	Q9C0D5
P70321	Q9C0E2
Q3TW96	Q9C0E8
O08600	Q9C0F0
Q8R0L1	Q9C0F1
F8VQB6	Q9C0H2
Q9DBX2	Q9C0H5
P11033	Q9C0I1
Q91WG5	Q9C0J8
P82349	Q9C0K0
Q91WJ0	Q9C0K1
Q8BIQ5	Q9GZL7
P35436	Q9GZM5
A0A0B4J1I9	Q9GZM7
Q9JL10	Q9GZM8
Q8VDG3	Q9GZN1
Q8BWS5	Q9GZP4
Q8VDI7	Q9GZP9
Q0KK55	Q9GZQ3
Q9ET78	Q9GZQ4
P27612	Q9GZQ8
Q9DAT5	Q9GZR2
Q9DC33	Q9GZR5
Q6ZWQ0	Q9GZR7
A2A5Z6	Q9GZS0
Q6P2K6	Q9GZS1
Q6IRU5	Q9GZS3
O35164	Q9GZS9
Q8BFZ9	Q9GZT3
Q9ER39	Q9GZT5
Q64299	Q9GZT6
Q5SX40	Q9GZT8
A2ASZ8	Q9GZT9
Q9D8S3	Q9GZU3
Q80X19	Q9GZU7
Q9JLC8	Q9GZU8
Q8CJ69	Q9GZV4
O08899	Q9GZV5
A0A140LIF8	Q9GZV7
Q8R3F9	Q9GZV8
Q8VI24	Q9GZY0
G5E870	Q9GZY8
Q99KN9	Q9GZZ1
Q9Z0E3	Q9GZZ8
Q8BRG6	Q9GZZ9
P40630	Q9H000
Q9Z1D7	Q9H008
Q91ZT8	Q9H013
Q9DBI0	Q9H015
Q8CHK3	Q9H019
P35980	Q9H040
Q9Z0Y7	Q9H061
P63040	Q9H074
Q61140	Q9H078
P70120	Q9H079
Q8BGR6	Q9H081
Q99K30	Q9H089
Q9JM73	Q9H093
Q9CY66	Q9H0A0
Q8K013	Q9H0A6
O09039	Q9H0A8
B2RXR6	Q9H0A9
P36371	Q9H0B3
P18572	Q9H0B6
Q7TPS5	Q9H0C1
O35149	Q9H0C2
A2AJI0	Q9H0C5
A2AHG0	Q9H0C8
Q922B2	Q9H0D6
P19137	Q9H0E2
Q9CQQ3	Q9H0E7
Q8VE11	Q9H0E9
Q8VDS3	Q9H0F5
A3KGS3	Q9H0F6
Q3THS6	Q9H0G5
Q9WUK4	Q9H0H0
P54830	Q9H0H5
Q8BX10	Q9H0I2
Q9Z1T6	Q9H0K1
Q9JLM4	Q9H0K4
P97792	Q9H0L4
P42682	Q9H0M0
P97500	Q9H0N5
Q91V98	Q9H0P0
Q8BYH8	Q9H0Q3
P47936	Q9H0R3
Q64524	Q9H0R6
P97765	Q9H0R8
P10630	Q9H0S4
Q8VDP3	Q9H0U3
Q7M6Z4	Q9H0U4
Q9CQC6	Q9H0U6
Q3UMR5	Q9H0U9
Q99MV1	Q9H0V9
Q9Z108	Q9H0W5
Q9JJX7	Q9H0W8
Q9Z2W1	Q9H0W9
Q64163	Q9H0X4
P52482	Q9H0X6
Q8VDY9	Q9H0X9
Q6PAC4	Q9H106
O35118	Q9H112
O70338	Q9H114
Q8CFI2	Q9H115
Q8BMJ3	Q9H116
A2RSY1	Q9H147
Q9JIF9	Q9H160
Q9CWX4	Q9H165
Q8VDQ9	Q9H169
P30554	Q9H173
Q8K045	Q9H190
P15533	Q9H1A3
Q8VHN7	Q9H1A4
Q7TPQ3	Q9H1B5
P35564	Q9H1C4
Q9D483	Q9H1D9
Q8QZX2	Q9H1E1
Q91Z31	Q9H1E3
P70284	Q9H1E5
O09158	Q9H1I8
Q8C525	Q9H1J1
Q9JJX6	Q9H1K1
Q9Z2B9	Q9H1K4
Q8BWB1	Q9H1M0
Q64327	Q9H1R3
Q3UIL6	Q9H1X3
Q9Z1A1	Q9H1Y0
Q8CBY0	Q9H1Z9
P07214	Q9H201
P62500	Q9H204
Q8BNE1	Q9H211
Q8VCD5	Q9H223
Q9WTV6	Q9H244
Q3TWI9	Q9H251
P30993	Q9H254
Q80UP3	Q9H257
Q3TLP5	Q9H267
Q3UWA6	Q9H269
Q641K1	Q9H270
Q8K1C0	Q9H293
Q80TC6	Q9H299
Q80UM3	Q9H2A7
Q6XUX1	Q9H2A9
O54743	Q9H2B4
Q02819	Q9H2C0
Q3UFY4	Q9H2C2
P97430	Q9H2D1
Q8BTV2	Q9H2D6
Q9D4V0	Q9H2E6
O88736	Q9H2F3
Q8BZN2	Q9H2F5
P59235	Q9H2G2
Q62393	Q9H2G4
P98156	Q9H2G9
Q91ZR2	Q9H2H8
A2ANN7	Q9H2H9
Q9WV30	Q9H2J4
O88559	Q9H2J7
Q3UZZ6	Q9H2K0
Q80WG7	Q9H2K2
Q8CG46	Q9H2L4
Q7TMY7	Q9H2M9
Q9D394	Q9H2P0
Q7TMF5	Q9H2R5
O35680	Q9H2U1
P83093	Q9H2U2
Q9JIG4	Q9H2U9
Q9DBS1	Q9H2V7
Q9DAI4	Q9H2W6
Q9D4J7	Q9H2X0
A2AR02	Q9H2X6
Q812F8	Q9H2Y7
Q62148	Q9H300
Q9CXE0	Q9H307
Q61214	Q9H313
O70220	Q9H329
Q8C754	Q9H334
Q60664	Q9H361
Q8BSF5	Q9H3D4
Q8BWG8	Q9H3F6
P53612	Q9H3G5
P36993	Q9H3K2
P63147	Q9H3K6
B1AVB3	Q9H3L0
Q60954	Q9H3M7
Q9JL19	Q9H3N1
Q99LS3	Q9H3P2
Q91WE2	Q9H3P7
Q8BGD5	Q9H3Q1
O70472	Q9H3R0
P24622	Q9H3R2
Q9WTX7	Q9H3R5
P62515	Q9H3S3
Q99LJ7	Q9H3S5
Q6PGN3	Q9H3S7
A2A884	Q9H3T3
Q9CW79	Q9H3U1
Q8R4Y0	Q9H3Y6
Q8BUH8	Q9H3Z4
Q8R0A6	Q9H400
Q571C7	Q9H410
Q3UYV8	Q9H425
Q9WUP7	Q9H444
Q8VCB1	Q9H490
Q8BH58	Q9H492
Q80TJ1	Q9H496
Q8CAK3	Q9H497
E9Q1W3	Q9H4A3
Q8K558	Q9H4A4
Q61220	Q9H4A5
Q9Z0Y9	Q9H4A6
Q8R2X8	Q9H4A9
P70170	Q9H4B6
Q9WUU6	Q9H4B7
Q8BX22	Q9H4E5
Q9CRA8	Q9H4F8
Q8BIH0	Q9H4G0
P29754	Q9H4G1
O54782	Q9H4H8
Q8VE42	Q9H4I3
P19973	Q9H4K7
O54943	Q9H4L4
Q91YE7	Q9H4L5
P23780	Q9H4L7
Q921E6	Q9H4M7
Q6PCM2	Q9H4M9
P61407	Q9H4P4
Q921H9	Q9H4S2
Q9WVQ5	Q9H501
Q499E5	Q9H582
Q61990	Q9H583
Q8C966	Q9H596
Q14DL3	Q9H5F2
P00920	Q9H5H4
Q80TY5	Q9H5I1
Q80V26	Q9H5J0
Q922E4	Q9H5J8
Q924A0	Q9H5K3
Q8C5W0	Q9H5N1
Q80ZM8	Q9H5Q4
P56581	Q9H5V7
Q78XF5	Q9H5V9
Q9WVQ1	Q9H5X1
A0S860	Q9H5Z1
Q8BH64	Q9H5Z6
Q5Y5T5	Q9H649
Q9R0E2	Q9H668
Q8CGC4	Q9H672
P56388	Q9H6A0
Q6PDK8	Q9H6A9
Q76LL6	Q9H6D7
Q6ZQ11	Q9H6E5
Q8K0S0	Q9H6F5
O08863	Q9H6H4
Q8VCS6	Q9H6J7
Q7TNE3	Q9H6K4
Q9D738	Q9H6L2
Q80VY9	Q9H6L4
Q8BJ03	Q9H6L5
Q8R502	Q9H6R0
Q8JZN5	Q9H6R4
Q8BQ47	Q9H6R6
Q61627	Q9H6R7
P10518	Q9H6S0
Q8K211	Q9H6S3
Q8K201	Q9H6T0
O09127	Q9H6T3
P97762	Q9H6U6
Q3TYG6	Q9H6U8
P26151	Q9H6W3
Q80VP2	Q9H6X2
P97346	Q9H6Y2
O35126	Q9H6Y7
Q99LD8	Q9H6Z4
E9PUL5	Q9H6Z9
P63080	Q9H707
Q673H1	Q9H741
Q3ULB5	Q9H772
Q9DBG5	Q9H773
P27048	Q9H788
Q6ZWQ7	Q9H792
O35955	Q9H7B2
Q60677	Q9H7B4
Q9EQQ0	Q9H7C4
P01869	Q9H7D0
Q60848	Q9H7D7
O54957	Q9H7E2
P70670	Q9H7E9
O08665	Q9H7F0
P12367	Q9H7H0
A6H6T1	Q9H7L9
P54923	Q9H7M9
Q9D6M3	Q9H7N4
P70158	Q9H7S9
Q9D411	Q9H7X3
