A0APW9	A0A075B5T3
P32031	Q8K5C0
Q7YZA2	Q8N7N5
Q9W3C6	Q8N7N6
Q9VDZ4	Q8N9S3
Q9VJQ7	Q8QZS1
Q07892	Q8QZT1
Q9VM96	Q8QZT2
Q9V9X4	Q8QZV4
Q8MLV4	Q8QZV7
Q9VLM0	Q8QZW8
Q9VFL5	Q8QZX2
Q9VUB7	Q8QZY1
Q9VQ97	Q8QZY3
Q9VWJ8	Q8QZY9
Q9VC58	Q8QZZ7
Q9VCC8	Q8QZZ8
Q9VZK4	Q8R001
Q86LF0	Q8R007
Q9VJE3	Q8R010
Q961B8	Q8R016
Q95RQ6	Q8R023
O77277	Q8R033
Q7JXC4	Q8R035
Q8I6M5	Q8R050
P32865	Q8R059
O18336	Q8R060
Q9VRP2	Q8R071
Q7K0L7	Q8R079
Q8SXM8	Q8R080
Q9VWG3	Q8R081
A8JNS0	Q8R0A0
Q9I7S2	Q8R0A6
Q9VJ49	Q8R0A7
Q04164	Q8R0C3
P32027	Q8R0F3
Q8MSJ9	Q8R0F5
A8JUP9	Q8R0F9
Q9VLK3	Q8R0G9
Q9VSF3	Q8R0H9
Q4V3F0	Q8R0I0
Q9W077	Q8R0J1
Q9VM21	Q8R0J7
Q9VSW7	Q8R0K2
Q9VRY5	Q8R0K4
Q95SR0	Q8R0K9
Q9VKC4	Q8R0L1
Q9VGT2	Q8R0L9
Q9VFR2	Q8R0N6
Q9V3S6	Q8R0P4
Q8IN56	Q8R0S1
Q8IRH6	Q8R0S2
Q9VWH8	Q8R0S4
Q8IQG0	Q8R0T2
Q8T4G5	Q8R0W0
P19967	Q8R0W6
Q9VLU5	Q8R0X7
Q9W4P4	Q8R0Y6
Q9VZE8	Q8R0Y8
Q9W098	Q8R0Z6
Q9VW35	Q8R100
Q9VK16	Q8R104
Q6IG37	Q8R105
Q9VDZ1	Q8R123
P29993	Q8R124
Q7JVH0	Q8R127
Q9V3A0	Q8R146
Q9VYX7	Q8R151
P29615	Q8R164
Q9W4Y6	Q8R179
Q9VGV7	Q8R180
Q9VGB1	Q8R182
P48608	Q8R191
P07665	Q8R1A4
Q9W167	Q8R1B0
P50445	Q8R1B4
Q9VSF2	Q8R1B5
Q9VLU0	Q8R1B8
Q9VXW5	Q8R1F1
Q9VQ40	Q8R1F6
Q9VTS3	Q8R1G2
B3DN53	Q8R1G6
Q9W401	Q8R1I1
P48994	Q8R1J3
Q9VIS1	Q8R1J9
Q9VAN0	Q8R1K1
Q7KVK5	Q8R1L4
Q9VBS9	Q8R1M0
Q4QPY0	Q8R1N0
A0A0S0WGU5	Q8R1N4
A1Z791	Q8R1Q0
Q9VW70	Q8R1Q8
Q9VDE8	Q8R1R3
P16620	Q8R1R4
Q9Y134	Q8R1S4
Q9W2Q2	Q8R1T1
Q7KTS2	Q8R1V4
Q9VJB2	Q8R1W2
Q9VMF0	Q8R1W8
F3YD72	Q8R1X6
Q9VW09	Q8R1Z9
Q8IRL9	Q8R205
E1JHQ0	Q8R216
Q9VRY3	Q8R238
Q9VIN9	Q8R284
Q01819	Q8R2G6
Q9W252	Q8R2K4
Q9VRW7	Q8R2K7
Q8I050	Q8R2M0
Q9U4G5	Q8R2M2
Q00637	Q8R2N0
Q8INT0	Q8R2N1
A1Z9B5	Q8R2N2
P45890	Q8R2Q0
Q9VRV1	Q8R2Q4
Q9W1L8	Q8R2Q6
Q9VNL6	Q8R2Q8
Q9VV22	Q8R2R3
Q9VNJ5	Q8R2R6
Q7KHK9	Q8R2R9
Q7JVI6	Q8R2S9
A1Z7I2	Q8R2T8
Q9VR29	Q8R2U0
O96395	Q8R2U4
P09957	Q8R2U7
Q9VPZ7	Q8R2V2
Q8IR47	Q8R2V5
Q8INU9	Q8R2X8
Q6NL75	Q8R2Y8
Q9VVA0	Q8R2Z3
Q6AWG9	Q8R307
A0A0B4KH58	Q8R310
Q9VS67	Q8R316
P61857	Q8R317
Q7K3L1	Q8R323
Q7JW78	Q8R326
Q8SYQ8	Q8R344
Q7KUA8	Q8R349
Q86B83	Q8R359
P48596	Q8R361
O77260	Q8R366
A8JUV0	Q8R368
A0A1B2AKX6	Q8R373
A4VCL2	Q8R379
Q9VJ30	Q8R395
Q9VUU8	Q8R3B1
Q9VX73	Q8R3B7
Q9XYQ2	Q8R3C0
Q9V771	Q8R3C6
A0A0B4KI23	Q8R3E3
Q9VD72	Q8R3F9
Q9VST0	Q8R3G1
Q9VJD1	Q8R3H9
Q29QQ9	Q8R3I3
Q9VTY1	Q8R3L2
Q9VJ48	Q8R3L8
Q7KR10	Q8R3N1
Q7KTX8	Q8R3N6
Q9VLM9	Q8R3P0
Q9W3X7	Q8R3P2
Q0E8E7	Q8R3P6
Q9VKF3	Q8R3P7
A1Z6U8	Q8R3P9
Q9VGJ0	Q8R3Q0
Q9W4I3	Q8R3Q2
Q9Y0H4	Q8R3R8
Q9Y0A7	Q8R3S6
Q27350	Q8R3V5
Q4V5H1	Q8R3V6
Q9VGH0	Q8R3W5
Q9W350	Q8R3Z5
Q9VA81	Q8R409
M9MRJ2	Q8R411
Q8IQC7	Q8R412
Q7JVM1	Q8R418
Q9VFX3	Q8R422
A1Z9P3	Q8R429
Q9I7C6	Q8R464
A1ZA92	Q8R480
Q9W5C8	Q8R4A3
Q05547	Q8R4B8
Q9VBW0	Q8R4C2
Q9W161	Q8R4E9
Q9VPD9	Q8R4G0
E0R7Q0	Q8R4H2
Q9VV36	Q8R4H9
Q9VB20	Q8R4I1
Q9VJ25	Q8R4I4
Q9VTC3	Q8R4I7
Q9VDD1	Q8R4K2
Q9W5W8	Q8R4K8
E1JGZ9	Q8R4N0
Q8MVS5	Q8R4R6
Q9VC52	Q8R4T1
Q9I7N1	Q8R4U0
Q86BI8	Q8R4U6
Q9VL76	Q8R4U7
Q9VLR3	Q8R4X3
Q95NH6	Q8R4Y0
Q9VYG3	Q8R4Y4
Q9VV60	Q8R4Z4
M9PCG7	Q8R502
Q8IPT5	Q8R516
Q6NN09	Q8R550
Q9VWD9	Q8R554
Q9W2N8	Q8R570
Q9VWA2	Q8R5A0
A1Z8V7	Q8R5A3
O76454	Q8R5A6
Q8MT06	Q8R5C5
Q9VE12	Q8R5C8
Q8MRN4	Q8R5F8
Q9VD25	Q8R5H1
Q9W2E7	Q8R5H6
Q9VBC0	Q8R5I6
Q9VDB7	Q8R5K4
Q9VDE6	Q8R5L3
Q9VUC6	Q8R5M8
Q4V6M7	Q8VBT0
Q0E9H9	Q8VBT1
Q9VU04	Q8VBT6
Q03372	Q8VBT9
O46203	Q8VBV3
Q7KVF3	Q8VBV4
O18381	Q8VBV7
Q9W4I7	Q8VBV8
O44434	Q8VBW6
Q9VBL3	Q8VBX2
Q9XYP7	Q8VBX6
Q7K4W1	Q8VBY2
Q9W5N0	Q8VBZ3
P49906	Q8VC03
Q8IH78	Q8VC19
Q7JWU9	Q8VC30
M9PBK1	Q8VC31
Q9V439	Q8VC56
Q9W3J8	Q8VC65
Q9VDM1	Q8VC69
Q9VQR8	Q8VC70
C9QPE2	Q8VC85
Q9VK90	Q8VCA5
O46098	Q8VCB1
Q9VWM5	Q8VCB2
P98159	Q8VCC1
Q9VT94	Q8VCC2
Q9VLL4	Q8VCC9
Q9VZ00	Q8VCD3
P02839	Q8VCD5
Q9VZG8	Q8VCD6
Q0KHV6	Q8VCD7
Q24475	Q8VCF0
Q6GV06	Q8VCG3
Q7K1W4	Q8VCG4
Q9V3Z8	Q8VCG9
Q9VUG1	Q8VCH5
Q8SX44	Q8VCH6
Q6J5K9	Q8VCH8
Q9VUR7	Q8VCI0
Q9VC45	Q8VCI5
Q8IQS8	Q8VCK3
Q9W4Y0	Q8VCL2
Q9W2M4	Q8VCM7
A0A0B4KHJ4	Q8VCM8
Q9VX49	Q8VCN5
Q9V730	Q8VCN9
Q9VIU3	Q8VCQ8
Q9W551	Q8VCS6
Q9VYT7	Q8VCT3
Q9VIP1	Q8VCV1
Q7JRF0	Q8VCW2
Q9VCB9	Q8VCW4
Q9VY19	Q8VCW8
Q9I7X6	Q8VCX5
Q9VDN6	Q8VCX6
P49071	Q8VCY6
Q9Y0Y2	Q8VCY8
Q8I0P1	Q8VCZ7
Q9VS32	Q8VD04
A1ZBX7	Q8VD12
Q9VUN0	Q8VD31
Q9VP51	Q8VD33
A8DYL9	Q8VD37
Q9VUS0	Q8VD62
Q9VTL6	Q8VD63
Q24292	Q8VD65
Q24325	Q8VD66
A1E5L3	Q8VD72
Q9VG22	Q8VD75
Q9VH08	Q8VD76
Q9VKD5	Q8VDC0
P41073	Q8VDC1
Q9VJB5	Q8VDD5
Q9VXT1	Q8VDD8
Q9VZM9	Q8VDD9
Q9VN56	Q8VDF2
Q8IRX1	Q8VDF3
Q9VQK8	Q8VDH1
Q9VM43	Q8VDI7
Q7K4K7	Q8VDJ3
X2J8L7	Q8VDK3
Q9VW71	Q8VDL4
Q9VW98	Q8VDL9
Q9VQX4	Q8VDM1
Q9W1H7	Q8VDM4
Q9VAC8	Q8VDM6
Q9W0J2	Q8VDN2
P35421	Q8VDN4
Q9VWS7	Q8VDP3
Q9W087	Q8VDP4
Q9VZF3	Q8VDP6
Q9VGJ9	Q8VDQ8
Q9VE63	Q8VDQ9
Q9VY98	Q8VDR9
Q9VCX7	Q8VDS3
Q9VGV3	Q8VDS4
P11584	Q8VDS7
A1Z6X6	Q8VDT9
A8DZ28	Q8VDU0
Q9W1S7	Q8VDU5
Q7JWW5	Q8VDV0
P23938	Q8VDV3
Q9VPY3	Q8VDV8
M9NF90	Q8VDW4
Q9VBT6	Q8VDX6
Q7JQV2	Q8VDY9
Q9VT51	Q8VDZ4
D1Z365	Q8VE01
Q9W1K5	Q8VE08
Q59DZ1	Q8VE09
Q6II68	Q8VE10
Q9VK60	Q8VE11
Q9VFC4	Q8VE18
Q7K2D2	Q8VE19
E1UIM5	Q8VE22
Q94981	Q8VE28
Q9V464	Q8VE37
Q9VHH0	Q8VE38
Q9VRP5	Q8VE42
Q7K2G1	Q8VE47
Q9VRC9	Q8VE62
Q8SY39	Q8VE70
Q9VQA6	Q8VE73
A1Z892	Q8VE80
Q4LBB9	Q8VE92
Q9VHB6	Q8VE97
Q9VYC1	Q8VEA4
Q9VX26	Q8VEB1
E1JIM0	Q8VEB4
Q8INT6	Q8VED5
Q9VXQ1	Q8VED9
Q9VBF5	Q8VEE1
Q9VI00	Q8VEE4
Q7KLE5	Q8VEF1
Q7K035	Q8VEG4
Q9VDD2	Q8VEH3
Q86P48	Q8VEH5
Q8MT80	Q8VEH6
P36975	Q8VEJ4
Q9VZZ0	Q8VEJ9
Q9VII2	Q8VEK2
O18640	Q8VEK3
Q9VMU6	Q8VEK6
Q9VBW4	Q8VEL2
Q8SXC1	Q8VEM8
Q9VXY0	Q8VEM9
Q8T4F7	Q8VH51
Q7PL76	Q8VHD8
Q9VRE4	Q8VHE0
Q9V9T5	Q8VHE6
Q8IPX7	Q8VHG0
Q9VMY8	Q8VHG2
Q8SY70	Q8VHH5
Q8IMH6	Q8VHH7
Q9VJP0	Q8VHI3
P32028	Q8VHI6
A1ZAG9	Q8VHI7
Q9W1F4	Q8VHJ5
Q9VI83	Q8VHJ7
O76523	Q8VHK9
A8JUV4	Q8VHL1
Q9VRL1	Q8VHN7
Q9VM60	Q8VHN8
Q7KU24	Q8VHQ9
Q9VNQ6	Q8VHR0
Q9VL16	Q8VHR5
Q9VTV9	Q8VHS2
Q9VSN7	Q8VHS6
O96299	Q8VHW2
Q1WWC9	Q8VHX6
A1ZAW3	Q8VHY0
Q9W5X6	Q8VHZ7
Q9VZ66	Q8VI24
P05552	Q8VI33
Q9VSL0	Q8VI36
A1A724	Q8VI63
Q9W0I7	Q8VI67
Q9VTZ7	Q8VI75
Q23983	Q8VI84
Q9VT70	Q8VI93
O46307	Q8VIG1
Q8SXS2	Q8VIG3
Q9VRY0	Q8VII8
A0A0B4LGD0	Q8VIJ6
Q9V4Q0	Q8VIM0
Q9VED8	Q8VIM5
Q9VJ69	Q8VIM9
Q4QQA7	Q8WTY4
A2VEG3	Q91UZ4
Q9VKT1	Q91V01
Q7JRD4	Q91V09
Q9W4C2	Q91V10
Q7K527	Q91V12
Q9VLD6	Q91V14
Q9VMI3	Q91V16
Q9VIS9	Q91V27
Q9VJS1	Q91V41
Q9W2A6	Q91V57
Q9VBE0	Q91V61
Q9VL63	Q91V64
Q2QBM1	Q91V79
A1Z6Q2	Q91V87
Q9VN55	Q91V88
Q9NCC3	Q91V92
Q9W1L5	Q91V93
Q9VM14	Q91V98
Q9VN93	Q91VA6
A8DYP0	Q91VA7
Q9GNK5	Q91VC3
Q8MMC4	Q91VC4
A1Z7H3	Q91VC7
P18101	Q91VD9
Q9VPW8	Q91VE0
A1ZBJ2	Q91VE6
M9NFJ2	Q91VF6
Q95TP0	Q91VH2
Q9W4H1	Q91VH6
Q9U3V5	Q91VI7
Q9VCD3	Q91VJ2
Q9VLM5	Q91VJ4
Q9V453	Q91VJ5
P11146	Q91VK1
Q9VXW2	Q91VK4
M9NEJ1	Q91VL8
P04357	Q91VM3
A1Z714	Q91VM5
Q9VA51	Q91VM9
Q01583	Q91VN0
P83094	Q91VN1
Q9VYB9	Q91VN4
Q9VV79	Q91VN6
Q9VJY6	Q91VR2
Q86B87	Q91VR5
Q9VAF2	Q91VR7
Q9I7Z8	Q91VR8
Q9W157	Q91VS8
Q9VT96	Q91VT1
Q8IQC8	Q91VT4
Q9VR00	Q91VU0
Q4QPV3	Q91VU6
Q4V4X9	Q91VU7
Q961C9	Q91VW5
Q9VUA5	Q91VX2
P50245	Q91VY5
Q9W218	Q91W18
Q9VWE5	Q91W36
Q9VBY7	Q91W39
Q9W541	Q91W40
Q9VRM3	Q91W43
O46084	Q91W50
Q9VFK5	Q91W52
Q9VSR7	Q91W59
P26023	Q91W61
Q9VMY1	Q91W67
Q9VEN2	Q91W82
Q9VFY3	Q91W86
Q9W5X0	Q91W89
Q9VBL6	Q91W90
Q7JW73	Q91W92
Q8IMV0	Q91W94
Q7JXA8	Q91W97
M9PHI8	Q91WA3
A0A126GV03	Q91WA4
Q9VVN4	Q91WA6
P35832	Q91WB4
Q9W354	Q91WC0
Q9VC63	Q91WC1
A0A0B4K7N0	Q91WC3
Q9VYV3	Q91WD0
Q9V447	Q91WD5
Q9W5B6	Q91WE2
Q24468	Q91WE3
M9NE09	Q91WE6
Q76NS2	Q91WF3
Q9VIX7	Q91WG2
Q9VDQ5	Q91WG4
Q9VZU3	Q91WG5
Q8IN02	Q91WJ0
Q7JQF6	Q91WJ7
Q9W0S8	Q91WJ8
E1JJD6	Q91WK0
Q9VRD4	Q91WK2
Q9VPB4	Q91WK7
Q9VKA2	Q91WL8
Q5U0X8	Q91WM1
Q8IMU4	Q91WM2
Q9Y0Y5	Q91WM3
Q9VCD8	Q91WN1
Q9VQ37	Q91WQ3
Q9VIW8	Q91WQ5
Q9VTU1	Q91WR3
Q9W260	Q91WR8
Q9Y162	Q91WS0
Q9W108	Q91WT8
Q9V3I3	Q91WT9
B7Z0N9	Q91WU5
Q9VHJ7	Q91WV0
Q9V5P6	Q91WV7
P05205	Q91X05
Q9VV74	Q91X20
Q9VGG0	Q91X43
Q9W2J7	Q91X45
Q9VFE1	Q91X56
Q9VF00	Q91X58
Q24044	Q91X72
Q7JWI7	Q91X76
Q9VUP8	Q91X78
Q9VF41	Q91X79
Q8SY25	Q91X83
Q9W297	Q91X85
Q9W238	Q91X88
Q9V8I2	Q91X91
P15425	Q91X97
Q9XZH6	Q91XA8
Q9VJ62	Q91XB0
Q7JY31	Q91XB7
Q8INJ8	Q91XC0
Q9VQT0	Q91XC8
Q8IR46	Q91XD2
A4V1B2	Q91XD6
Q9VJV2	Q91XE4
Q8IME7	Q91XE9
Q9VNF5	Q91XI1
Q9VRX7	Q91XL2
Q9VZY7	Q91XL3
Q9VSQ7	Q91XL9
O76922	Q91XM9
Q8T3K5	Q91XS1
P20241	Q91XU0
P54385	Q91XU3
Q9VIL1	Q91XV3
A1ZAY8	Q91XX1
A1Z934	Q91Y20
A1Z949	Q91Y44
Q9W078	Q91Y57
Q9VS03	Q91Y74
Q9VL58	Q91Y86
Q9VKN6	Q91Y97
Q9VRG6	Q91YD3
Q9VJ01	Q91YD4
Q9VIY5	Q91YD6
Q9VES8	Q91YD9
Q9VF31	Q91YE2
Q9VRS8	Q91YE3
M9PGM4	Q91YE5
A8JNG7	Q91YE6
Q8MLN2	Q91YE7
A0A075BJJ9	Q91YH5
Q9V393	Q91YH6
A1Z6S7	Q91YI0
Q4V3X2	Q91YI1
Q9W4Q1	Q91YI4
Q95R35	Q91YI6
O96689	Q91YJ2
Q960W0	Q91YJ3
P17644	Q91YJ5
Q9VCN1	Q91YK2
Q27571	Q91YL2
Q9VQE5	Q91YL3
Q9VU35	Q91YM2
Q9VYU5	Q91YM4
M9PG29	Q91YN5
Q9W5E0	Q91YN9
B7YZJ4	Q91YP3
Q9NHN2	Q91YQ3
Q8T0L6	Q91YQ5
P10084	Q91YR1
Q9VTY5	Q91YR5
O96378	Q91YR7
Q9V463	Q91YR9
P39736	Q91YS8
Q9VS38	Q91YT0
Q8SZU6	Q91YT2
A1Z6H4	Q91YT7
Q9W0G4	Q91YT8
Q8T405	Q91YU3
Q9VXQ8	Q91YU6
Q9W148	Q91YU8
Q9VZ72	Q91YW3
Q24157	Q91YX0
Q9W4I5	Q91YX5
Q9W482	Q91YX7
Q9VH92	Q91YY4
Q9VCN9	Q91Z31
Q9VIN1	Q91Z38
P83099	Q91Z49
Q86BM8	Q91Z53
P25439	Q91Z67
Q9W227	Q91Z69
Q9VHT2	Q91Z83
Q5BI50	Q91Z96
Q8INK7	Q91Z98
Q9V8P9	Q91ZA3
Q9VBT1	Q91ZA6
Q5U0T0	Q91ZB0
Q9VVR9	Q91ZD4
Q9VST8	Q91ZE0
O02002	Q91ZI0
Q9VG92	Q91ZJ0
Q8MSL7	Q91ZJ5
A0A0C4FEI5	Q91ZK0
Q9VTG0	Q91ZM2
Q9VIC9	Q91ZP3
Q9I7L7	Q91ZP9
Q7PL81	Q91ZQ1
Q24592	Q91ZR1
Q9VGE8	Q91ZR2
Q9VI40	Q91ZR3
Q9VG01	Q91ZR4
Q9VRS2	Q91ZR5
Q9Y103	Q91ZT5
Q9VG96	Q91ZU1
A0A0B4KHJ5	Q91ZU6
P13368	Q91ZV3
Q9VPG0	Q91ZW2
Q7K2Y9	Q91ZW3
Q9VWA1	Q91ZX6
Q7JRJ1	Q91ZX7
Q24536	Q91ZZ3
Q9VA78	Q91ZZ5
Q9VZI2	Q920A5
Q9VK35	Q920A7
Q9W301	Q920B0
Q02748	Q920B9
Q8MLW5	Q920E3
Q9VKD6	Q920E5
Q9Y122	Q920F6
Q9VHW0	Q920G8
Q9VRA0	Q920G9
Q9VFL4	Q920I9
Q9VDJ7	Q920L1
Q0E9N0	Q920M5
Q9VTK6	Q920M7
C0MKK6	Q920N7
Q0KI00	Q920P3
Q24020	Q920P5
Q9VFD9	Q920Q2
Q9VCA9	Q920Q4
Q9VHM4	Q920Q6
Q9VL14	Q920Q8
Q9VRJ2	Q920R0
Q4V3X8	Q920R6
Q9VI04	Q921C3
Q9VU83	Q921C5
Q9VCG6	Q921D4
Q6ILZ3	Q921E2
Q9VMW2	Q921E6
Q9V470	Q921F2
Q9VJG0	Q921F4
Q7K1R0	Q921G6
Q9VPZ1	Q921G7
Q01644	Q921G8
Q9W123	Q921H8
Q9VI78	Q921H9
Q8SYY7	Q921I0
Q9VSQ3	Q921I1
A0A0B4K785	Q921I6
Q9VDD8	Q921I9
P52172	Q921J2
A1ZAD3	Q921K8
Q94522	Q921L3
Q7JRN6	Q921L5
P09491	Q921M3
Q9VEF5	Q921M4
Q9VKB1	Q921M7
Q9XZT1	Q921N6
Q8MRI4	Q921N7
A1Z7E8	Q921P9
Q59DZ2	Q921Q3
Q7K1C0	Q921Q7
Q9VKC9	Q921R4
Q9VBN9	Q921S7
Q9VQ26	Q921T2
Q9VZK2	Q921U8
A1ZAJ2	Q921V5
Q8IR48	Q921V7
Q8IRD5	Q921W0
Q8INF7	Q921W4
Q7JUZ9	Q921X6
Q9VYJ7	Q921X9
Q9VP85	Q921Y0
Q7KML1	Q921Y2
Q24400	Q921Z5
Q86B47	Q922B1
Q9W1A9	Q922B2
Q9VGA1	Q922B6
Q7KSD8	Q922D4
Q7K180	Q922D8
Q2PDT6	Q922E4
A1Z877	Q922E6
Q86BS6	Q922F4
P52905	Q922G0
Q8MLL3	Q922G2
Q7YZ91	Q922H1
P54367	Q922H2
Q8SXU5	Q922H4
Q9VMW7	Q922H9
P24156	Q922J3
Q7K556	Q922J9
Q0KI05	Q922K7
Q9VZT6	Q922L6
O96880	Q922M3
Q9VX85	Q922M5
Q9VYR3	Q922P9
Q24152	Q922Q2
Q9VB95	Q922Q4
Q9V3G7	Q922Q8
Q9W1K3	Q922Q9
Q9VQ00	Q922S4
Q9V3D2	Q922S8
Q9VRD6	Q922U1
M9MRD1	Q922U2
Q9VL29	Q922V4
Q8MTA8	Q922W5
Q9VZS6	Q922Y0
Q9VDI1	Q922Y1
Q24314	Q922Y2
M9MS41	Q923A2
Q7KTN9	Q923B1
Q9W214	Q923B3
P10379	Q923D4
Q8T4G7	Q923D5
Q8IR79	Q923E4
Q9VI56	Q923G2
Q9W485	Q923J1
Q9VMR6	Q923L7
Q9V3I1	Q923Q2
Q9VRV9	Q923S6
F1DKP8	Q923S9
Q4V427	Q923T7
Q8T0T9	Q923T9
Q9W2T3	Q923U0
Q24207	Q923X1
Q9VI58	Q923X4
P29681	Q923Z4
Q9VYV9	Q924A0
Q9VJW1	Q924A2
Q9V4E0	Q924C1
Q9W423	Q924C6
Q9VEA3	Q924D0
Q9VJS7	Q924H2
Q9VVY3	Q924H5
Q9VLP4	Q924H7
Q9V931	Q924K8
Q9VBR1	Q924L1
Q95RC0	Q924S7
P25161	Q924T2
Q9W3R7	Q924T7
Q8IRE3	Q924W5
Q9W3S0	Q924W6
Q8I0Q7	Q924W7
Q01820	Q924W9
Q9U969	Q924X2
Q9VEG6	Q924X6
Q9V8Y2	Q924Y0
O46036	Q924Z4
A1ZBS3	Q924Z5
Q9Y133	Q925B0
Q9VM95	Q925E0
P32030	Q925E1
O62531	Q925E7
Q8T452	Q925F2
Q9W4W7	Q925F3
Q9VCQ9	Q925F4
Q9W1S2	Q925H1
Q9VN25	Q925I1
Q95T12	Q925J9
Q9W3Q2	Q925N0
Q07152	Q925Q3
Q9VMC9	Q925T4
Q9VLV5	Q925T6
Q9VJ33	Q925U4
A1ZB68	Q93092
Q9VN13	Q96DY5
Q867V1	Q99020
P07487	Q99104
Q9W3D5	Q99246
Q9VQB4	Q99388
Q9XZS8	Q99J08
M9MSL3	Q99J09
Q9VIG3	Q99J10
Q6IGE3	Q99J25
Q9VNT3	Q99J27
Q9VYB0	Q99J31
O46197	Q99J36
Q0IGT4	Q99J45
Q9V784	Q99J47
Q4V6L0	Q99J56
Q9VCK0	Q99J62
Q7K025	Q99J72
Q9VUN8	Q99J77
Q9V4U7	Q99J79
P54397	Q99J83
Q9VNG4	Q99J85
Q9VKV9	Q99J93
Q9W4R1	Q99J95
Q9VX80	Q99J99
Q9V3Y2	Q99JB2
Q24167	Q99JB6
Q9W3T3	Q99JB8
Q9VNI3	Q99JF5
P15370	Q99JF8
Q9V3L6	Q99JG7
Q29QS8	Q99JH7
Q9VGL1	Q99JH8
P18432	Q99JI4
Q9VK15	Q99JI6
Q0IGS7	Q99JP6
Q9VCL7	Q99JP7
A1ZAL7	Q99JR1
Q9VPQ6	Q99JR5
A0A3Q7YSE3	Q99JR6
Q8MSB3	Q99JR8
Q9V9S7	Q99JT1
Q9VRK9	Q99JT2
Q9VK54	Q99JT6
Q9VXX2	Q99JT9
Q7KK97	Q99JU7
Q7K3N1	Q99JW1
Q9VPC0	Q99JW4
Q9VWJ4	Q99JX1
Q9VSJ8	Q99JX3
P08841	Q99JX4
Q4V4F7	Q99JX7
Q9VHM5	Q99JY0
Q9VPN8	Q99JY1
Q9VWP2	Q99JY4
Q9VYJ3	Q99JY8
Q9VRQ5	Q99JY9
Q8T5S9	Q99JZ0
Q9VWK5	Q99K01
Q9W3Y6	Q99K10
Q9VVC1	Q99K28
Q9VYI1	Q99K30
Q9U1H0	Q99K43
Q9VE40	Q99K46
O18413	Q99K48
Q9VVE5	Q99K51
Q24573	Q99K70
Q9VEF6	Q99K74
Q9VVJ6	Q99K82
Q9VD82	Q99K85
A8JV04	Q99K90
A1Z9J8	Q99K95
A1Z8R0	Q99KB8
Q9W596	Q99KC8
Q9VB53	Q99KD5
Q9VNF9	Q99KE1
Q95SP2	Q99KE3
P52656	Q99KE8
Q4V5H0	Q99KF0
Q0KIF4	Q99KF1
Q9VN36	Q99KG5
Q8T3X1	Q99KH8
Q9XTN4	Q99KI0
Q9VCJ3	Q99KI3
Q23982	Q99KJ0
Q8INK6	Q99KJ5
Q9VDS5	Q99KJ8
B4YW76	Q99KK2
Q9W5Y0	Q99KK7
A1Z9T6	Q99KN2
Q9VS47	Q99KN9
Q7K3J0	Q99KP6
Q95T98	Q99KQ4
Q8INJ4	Q99KR3
Q5BIC3	Q99KR7
Q9VGA4	Q99KV1
Q9VYD5	Q99KW2
Q9VTX8	Q99KW3
Q7JVW5	Q99KX1
Q8MSS1	Q99KY4
Q9VHD2	Q99L00
Q8MRH9	Q99L02
Q9VUZ4	Q99L04
O97125	Q99L13
Q9VB27	Q99L27
Q9XYZ9	Q99L28
Q9W0S7	Q99L43
Q9W2K8	Q99L45
Q4V480	Q99L47
Q9V414	Q99L60
Q8MT08	Q99L85
A0A0B4K6T8	Q99L88
Q9VWW1	Q99L90
Q9VWE7	Q99LB0
Q8SY61	Q99LB2
Q9VS55	Q99LB6
Q9VFM4	Q99LC2
Q962S2	Q99LC3
Q9V9R2	Q99LC5
Q9VXT7	Q99LC8
Q9VR20	Q99LC9
Q9VUE5	Q99LD8
A4V243	Q99LD9
P29845	Q99LE6
Q9VBJ6	Q99LF4
Q4V5J3	Q99LF7
Q960Q8	Q99LG0
Q9VXK6	Q99LG2
E1JI91	Q99LG4
Q01604	Q99LH1
Q8MRQ2	Q99LI2
Q9VI24	Q99LI5
Q8INI3	Q99LI7
Q9GYU7	Q99LI8
Q7K1C5	Q99LJ0
Q9VHW5	Q99LJ2
A1ZBX0	Q99LJ5
Q9VC53	Q99LJ7
Q9VNR1	Q99LJ8
Q7JY89	Q99LL3
Q9VZ09	Q99LL5
Q8T8L8	Q99LM2
Q4V5A3	Q99LN9
Q9VHR4	Q99LP6
Q9VJ47	Q99LQ1
A0A0B4K696	Q99LR1
Q9VZY0	Q99LS3
Q9W0F5	Q99LT0
Q9VRB3	Q99LU0
Q9V4B2	Q99LW6
Q9VHS6	Q99LX0
Q9VKD3	Q99LY9
Q7KNF1	Q99M01
Q8MRG3	Q99M04
Q9VR89	Q99M28
A1ZBG6	Q99M51
P09774	Q99M71
Q9VS89	Q99M73
Q9W0P0	Q99M74
Q9VAE4	Q99M87
A8DYG7	Q99M96
Q9VAX9	Q99MB1
Q7KLW9	Q99MD8
Q9VZ23	Q99MD9
P02574	Q99ME2
Q9W4F5	Q99ME6
Q7KSK8	Q99ME7
Q9VVX6	Q99ME9
Q9W4W6	Q99MI1
Q9VFE9	Q99MI6
Q9VKB9	Q99MJ6
A1ZB56	Q99MJ9
P25823	Q99MK8
Q06943	Q99MK9
Q9I7L4	Q99ML0
Q9VT66	Q99ML1
P37159	Q99ML6
Q9VCU9	Q99ML9
X2JAU8	Q99MN1
Q7K4G8	Q99MN9
Q9VPR6	Q99MP8
Q9VA94	Q99MR1
Q9VKW3	Q99MR6
