Q09390	A0A087WUL8
Q23049	Q9UBQ6
Q93425	Q9UBQ7
O76828	Q9UBR4
O44326	Q9UBS0
Q19866	Q9UBS3
P91306	Q9UBS4
O16294	Q9UBT2
H2L0J8	Q9UBU2
O02637	Q9UBU6
Q21763	Q9UBU8
P46550	Q9UBU9
W6RY92	Q9UBV2
Q18502	Q9UBV7
G5EDY0	Q9UBV8
Q9GUC8	Q9UBW7
Q9UAY0	Q9UBW8
Q65ZJ0	Q9UBX1
Q22909	Q9UBX2
Q20264	Q9UBX3
G5EEW9	Q9UBX5
Q4PIX1	Q9UBY5
Q23483	Q9UDV6
P34642	Q9UDX4
Q95XT5	Q9UDY2
O01739	Q9UDY4
Q9U374	Q9UDY6
O02358	Q9UEG4
Q9N425	Q9UER7
P54889	Q9UEU0
O16734	Q9UEW8
Q94239	Q9UEY8
G5EGJ5	Q9UF56
G5EBR7	Q9UFB7
Q18946	Q9UFC0
Q9NEU1	Q9UFF9
B7WNB4	Q9UFG5
G5ED60	Q9UFN0
G5EDJ0	Q9UFW8
C0Z1Y1	Q9UG01
Q9XV66	Q9UG56
Q3HKD3	Q9UG63
Q19890	Q9UGC6
A0A0K3AXH1	Q9UGI0
Q09506	Q9UGI8
Q17585	Q9UGI9
A0A6V7QYH4	Q9UGJ0
A3QMD6	Q9UGJ1
Q19118	Q9UGL1
Q21883	Q9UGL9
H2KZ80	Q9UGM1
Q09407	Q9UGM3
G5EE18	Q9UGN5
Q8IG73	Q9UGP4
O01882	Q9UGP5
Q09599	Q9UGP8
B1V8I9	Q9UGU0
Q9TXM9	Q9UGU5
A7LPJ5	Q9UGY1
G5EGH2	Q9UH03
O01525	Q9UH17
Q9TZ90	Q9UH62
O01572	Q9UH92
Q09510	Q9UH99
Q20680	Q9UHA2
P91127	Q9UHA3
P46554	Q9UHA4
O44622	Q9UHB4
Q19826	Q9UHB6
Q09397	Q9UHB7
P34684	Q9UHB9
Q9XVZ2	Q9UHC1
P45969	Q9UHC7
P91567	Q9UHD1
Q18157	Q9UHD2
H2KZR2	Q9UHD4
P34540	Q9UHD8
O16850	Q9UHD9
Q9U5C0	Q9UHF1
Q9XU84	Q9UHF5
Q7Z0M7	Q9UHF7
Q9XV32	Q9UHG3
Q9NEQ5	Q9UHI6
Q8IA98	Q9UHI8
Q18602	Q9UHJ3
A0SQM0	Q9UHJ9
A0A486WV95	Q9UHK0
Q09949	Q9UHK6
O02626	Q9UHL9
Q9N4W8	Q9UHN6
Q9TZK3	Q9UHP3
Q9XVP1	Q9UHP6
Q8MQ56	Q9UHP7
H2L0A8	Q9UHQ9
Q93620	Q9UHR4
O44517	Q9UHR5
G5EGP4	Q9UHR6
Q11073	Q9UHV2
O17927	Q9UHV7
Q18603	Q9UHV9
G5EEX1	Q9UHW5
Q65ZI3	Q9UHW9
O61815	Q9UHX1
Q95QT4	Q9UHY1
G5EDV7	Q9UI08
Q9XU10	Q9UI09
H2L0N7	Q9UI10
G5EC37	Q9UI12
O61219	Q9UI14
Q2EEM4	Q9UI26
Q21795	Q9UI30
G5EFY4	Q9UI36
O01876	Q9UI42
Q22438	Q9UI43
G2HK10	Q9UI47
Q17604	Q9UI95
Q22167	Q9UIA9
Q9BL46	Q9UID3
Q19948	Q9UIG0
Q9BIG4	Q9UIH9
Q09652	Q9UII2
Q9N384	Q9UII4
Q09994	Q9UIJ7
Q94241	Q9UIL8
Q965M4	Q9UIQ6
Q2PJ77	Q9UIR0
Q8TA83	Q9UIS9
P08898	Q9UIV1
Q22924	Q9UIV8
Q9NA92	Q9UIW2
G5EFD4	Q9UJ14
Q9N3Z3	Q9UJ41
Q20129	Q9UJ70
Q8MXR3	Q9UJA5
Q8I0Z1	Q9UJC3
Q95QU3	Q9UJF2
P90911	Q9UJH8
Q17449	Q9UJK0
Q9GYN3	Q9UJM3
G5EFR0	Q9UJS0
O44145	Q9UJU6
Q9TZM9	Q9UJV3
O62185	Q9UJV8
Q23280	Q9UJV9
H2KYK9	Q9UJW0
Q9GRV5	Q9UJW3
O17645	Q9UJX0
Q9XVE5	Q9UJX2
O62220	Q9UJX3
Q27539	Q9UJX4
G5EFQ5	Q9UJX5
Q7JMT5	Q9UJX6
G5EGF4	Q9UJY1
O44664	Q9UJY4
O44167	Q9UJY5
O45870	Q9UJZ1
Q9TW67	Q9UK00
G5EDM5	Q9UK08
Q9U2Z5	Q9UK22
O16706	Q9UK28
Q18377	Q9UK32
O45078	Q9UK39
Q95XP4	Q9UK41
Q9U2F6	Q9UK45
Q22811	Q9UK53
Q09585	Q9UK58
M1ZMI9	Q9UK61
Q9XVG7	Q9UK73
Q09603	Q9UK80
Q9NAH8	Q9UK85
G5EEJ1	Q9UK96
P90970	Q9UK99
Q9NA71	Q9UKA2
G5ECC9	Q9UKA4
Q18419	Q9UKA9
Q18786	Q9UKB1
A0A2K5AU00	Q9UKB3
G5EF39	Q9UKD2
L8E712	Q9UKE5
A0A0K3AT53	Q9UKF2
G5EG65	Q9UKF6
G5EGS8	Q9UKG1
Q93540	Q9UKI8
Q03600	Q9UKJ3
Q22694	Q9UKJ5
Q20976	Q9UKJ8
G5EGG4	Q9UKK9
Q19901	Q9UKL0
Q9U3E9	Q9UKM7
Q22826	Q9UKM9
Q9N4I3	Q9UKN8
Q09299	Q9UKP4
Q93641	Q9UKR5
G5EEG4	Q9UKS6
Q95XX0	Q9UKT9
Q19899	Q9UKV0
O76463	Q9UKV3
Q5FC64	Q9UKV5
Q9N5X2	Q9UKV8
P42000	Q9UKX7
O01933	Q9UKY1
Q22117	Q9UKY4
Q9XWR2	Q9UKY7
Q22664	Q9UKZ1
G5EGC9	Q9UL03
Q09657	Q9UL15
P34335	Q9UL18
O17005	Q9UL25
Q18429	Q9UL33
O44727	Q9UL40
H1UBL0	Q9UL42
Q10003	Q9UL45
Q9NAL4	Q9UL46
Q9TXY1	Q9UL54
Q9N595	Q9UL63
Q0G821	Q9ULA0
A3QMC8	Q9ULC4
Q17886	Q9ULD4
Q8MXJ7	Q9ULD5
Q22880	Q9ULD6
Q0G828	Q9ULF5
Q8I4L6	Q9ULG1
Q09232	Q9ULG6
Q9XW21	Q9ULH0
O45873	Q9ULH1
P49596	Q9ULJ3
Q9GYN8	Q9ULJ7
P48053	Q9ULJ8
Q93410	Q9ULK2
Q9UB00	Q9ULK4
G4SLH0	Q9ULK5
Q23238	Q9ULM2
Q8WSN6	Q9ULM3
A0A061AJG8	Q9ULP0
Q27484	Q9ULR0
Q94312	Q9ULR3
Q9N3H3	Q9ULT8
O62479	Q9ULU4
I2HA93	Q9ULU8
A0A168H651	Q9ULV0
Q19853	Q9ULV4
O61745	Q9ULV5
O17611	Q9ULV8
O01592	Q9ULW0
P41849	Q9ULW2
P30627	Q9ULW3
Q93352	Q9ULX3
Q8I4M5	Q9ULX6
Q21953	Q9ULX7
P35602	Q9ULY5
Q9BL78	Q9ULZ3
Q09278	Q9UM00
O01869	Q9UM11
Q17956	Q9UM13
E8MDV8	Q9UM22
O18210	Q9UM47
Q9XUT0	Q9UM54
Q2XN04	Q9UM73
H2KZC1	Q9UM82
C7IVR4	Q9UMN6
P34647	Q9UMR2
Q10665	Q9UMR7
Q20757	Q9UMS0
Q19626	Q9UMS4
G5EF87	Q9UMX0
G5EG36	Q9UMX1
Q9GYJ2	Q9UMX2
A0A0K3AU50	Q9UMX5
Q9U3Q7	Q9UMY1
Q20394	Q9UN30
Q9BKP1	Q9UN37
H2L0P2	Q9UN42
P90835	Q9UN70
O16318	Q9UN71
O16574	Q9UN74
Q9XUZ3	Q9UN75
O62102	Q9UN86
Q19117	Q9UNA1
O62132	Q9UNA3
Q18948	Q9UNE0
Q9U226	Q9UNE7
O45686	Q9UNF0
Q23315	Q9UNF1
O17567	Q9UNG2
Q7YTF9	Q9UNH5
Q22669	Q9UNH7
Q17686	Q9UNI6
A5HWA8	Q9UNK0
O45637	Q9UNL2
Q9XUC4	Q9UNL4
Q11176	Q9UNM6
Q21284	Q9UNN5
Q9NA56	Q9UNP9
Q9XWK6	Q9UNQ2
A0A8S4QFA8	Q9UNS1
Q9U3C8	Q9UNS2
Q20719	Q9UNX3
Q9N477	Q9UNX4
Q9XWP1	Q9UNY5
Q19988	Q9UNZ2
Q9N586	Q9UP83
G5ECM6	Q9UP95
A0A7I9BCB0	Q9UPE1
G5EE59	Q9UPG8
A0A4V6M3D2	Q9UPN4
Q18864	Q9UPN7
Q9XTU6	Q9UPN9
L8E6Z8	Q9UPP1
A0A486WU00	Q9UPQ0
O44566	Q9UPQ3
G5EDQ2	Q9UPQ4
O18005	Q9UPQ8
Q1ZXR9	Q9UPQ9
Q22970	Q9UPS6
O44906	Q9UPT5
Q09279	Q9UPT6
G5ECG7	Q9UPT8
O16948	Q9UPT9
Q17883	Q9UPU5
Q09418	Q9UPU7
G5EG61	Q9UPV0
Q10914	Q9UPV9
Q93537	Q9UPW5
Q9U217	Q9UPW6
G5ED21	Q9UPY3
Q9N4F9	Q9UPY5
G5EEC8	Q9UPY8
Q22765	Q9UPZ9
Q9TZL9	Q9UQ13
Q23269	Q9UQ16
O02328	Q9UQ35
O44769	Q9UQ72
Q9N5B3	Q9UQ80
Q8WTM6	Q9UQ88
Q95QV8	Q9UQ90
P91430	Q9UQB8
Q8TA47	Q9UQC2
Q22292	Q9UQE7
O17286	Q9UQL6
G5EC86	Q9UQM7
G5EF59	Q9UQN3
Q09360	Q9UQR0
O45692	Q9UQR1
V6CLH9	Q9UQV4
Q7Z1Z1	Q9Y216
D3YT79	Q9Y217
G5EF01	Q9Y219
O44476	Q9Y221
Q9GN62	Q9Y223
O01861	Q9Y224
O17373	Q9Y228
G5EEH9	Q9Y230
Q19714	Q9Y232
Q18543	Q9Y237
Q9XW03	Q9Y238
H2KZU7	Q9Y240
G5EEG6	Q9Y241
Q09534	Q9Y243
C7FZU5	Q9Y244
U4PRD2	Q9Y247
B5U8L0	Q9Y250
Q9XWM2	Q9Y252
O44538	Q9Y258
G5EEM6	Q9Y262
O62124	Q9Y263
Q23652	Q9Y265
W6SBJ0	Q9Y266
Q19075	Q9Y275
Q22794	Q9Y277
Q9XVC5	Q9Y279
Q20059	Q9Y281
Q9U3S5	Q9Y282
Q20351	Q9Y285
Q21876	Q9Y287
Q21593	Q9Y289
G5EG22	Q9Y291
P34307	Q9Y294
Q7KX66	Q9Y295
Q21432	Q9Y296
Q10457	Q9Y297
P34429	Q9Y2A7
G5EF58	Q9Y2A9
A0A3P6P940	Q9Y2D5
Q22366	Q9Y2D8
O17930	Q9Y2E5
Q23551	Q9Y2G8
Q09393	Q9Y2H0
Q9U368	Q9Y2H1
Q09665	Q9Y2H6
A0A4V0IJY6	Q9Y2I1
A0A2C9C3B6	Q9Y2I2
O01427	Q9Y2I6
Q10000	Q9Y2I8
P34287	Q9Y2J2
Q93230	Q9Y2J4
Q95ZQ5	Q9Y2K1
Q22441	Q9Y2K2
Q23536	Q9Y2K6
O17849	Q9Y2K7
Q21701	Q9Y2L1
Q93380	Q9Y2L5
Q21173	Q9Y2L9
Q22035	Q9Y2M0
Q23096	Q9Y2M2
Q19980	Q9Y2M5
Q965L8	Q9Y2P0
Q8I4M2	Q9Y2P4
Q19820	Q9Y2P8
Q17413	Q9Y2Q3
Q18373	Q9Y2Q5
Q9U2Q8	Q9Y2Q9
P46064	Q9Y2R0
Q18452	Q9Y2R4
Q9N4C6	Q9Y2R5
O76398	Q9Y2R9
O17582	Q9Y2S2
P53017	Q9Y2S7
U4PBY2	Q9Y2T1
Q23673	Q9Y2T2
G3DRG2	Q9Y2T4
Q9N5Z3	Q9Y2T6
P90860	Q9Y2T7
Q19958	Q9Y2U5
Q8WQC9	Q9Y2U8
P30651	Q9Y2U9
Q9N5E7	Q9Y2V2
P91829	Q9Y2V7
Q9TXI4	Q9Y2W1
G5ED20	Q9Y2W2
Q09646	Q9Y2X0
Q18846	Q9Y2X3
P34477	Q9Y2X7
P91375	Q9Y2X8
Q19722	Q9Y2X9
A0A1T5HUY1	Q9Y2Y1
A0A0S4XR68	Q9Y2Y4
Q9N363	Q9Y2Z0
Q9BL07	Q9Y2Z2
Q21568	Q9Y2Z4
Q20969	Q9Y2Z9
P90841	Q9Y305
Q9TXP0	Q9Y312
O01757	Q9Y314
G5EGL5	Q9Y316
O16637	Q9Y320
P41779	Q9Y324
O61707	Q9Y333
Q09969	Q9Y337
Q23149	Q9Y342
Q19963	Q9Y371
O17679	Q9Y375
P34213	Q9Y376
P10986	Q9Y383
Q9BL56	Q9Y385
O17730	Q9Y388
Q966E2	Q9Y394
Q03573	Q9Y397
P34343	Q9Y399
Q22967	Q9Y3A2
P34542	Q9Y3A3
G5EDW5	Q9Y3A4
Q19519	Q9Y3A5
V6CLZ2	Q9Y3A6
Q21156	Q9Y3B2
Q09270	Q9Y3B3
Q21872	Q9Y3B4
O17850	Q9Y3B6
G5EFD6	Q9Y3B7
Q21263	Q9Y3B9
Q9BL05	Q9Y3C0
P34419	Q9Y3C1
Q95ZS2	Q9Y3C4
P52874	Q9Y3C5
O44760	Q9Y3C6
H2L0S6	Q9Y3C7
Q9XTR0	Q9Y3C8
A0A0K3AWP8	Q9Y3D0
O62258	Q9Y3D2
Q93833	Q9Y3D3
Q95Y84	Q9Y3D5
G5ECK0	Q9Y3D6
O16541	Q9Y3D7
Q20675	Q9Y3D9
Q10656	Q9Y3E0
A0A7R9SV91	Q9Y3E5
G5EFT4	Q9Y3E7
Q9U211	Q9Y3F4
O61820	Q9Y3I0
Q10666	Q9Y3I1
Q09284	Q9Y3M2
P0DM42	Q9Y3P9
Q22075	Q9Y3Q8
O01159	Q9Y3R0
G5EE36	Q9Y3R4
A0A5S9MN87	Q9Y3S2
H2KZ21	Q9Y3T9
Q09289	Q9Y3U8
Q8ITY6	Q9Y3X0
H8ESF1	Q9Y3Y2
Q23402	Q9Y3Z3
Q19433	Q9Y446
Q22662	Q9Y448
Q23342	Q9Y450
Q8I4D6	Q9Y463
Q93250	Q9Y467
Q9U2C9	Q9Y468
Q09387	Q9Y478
Q9XWN9	Q9Y483
O02039	Q9Y487
G5EBU5	Q9Y490
A9UJN7	Q9Y496
G5ECG0	Q9Y4A5
O45400	Q9Y4A9
O16332	Q9Y4B4
Q19306	Q9Y4B5
Q95XM5	Q9Y4B6
Q965Y7	Q9Y4C2
O62104	Q9Y4C4
Q94416	Q9Y4C8
Q19438	Q9Y4E5
O62333	Q9Y4E8
P34471	Q9Y4F1
Q3HKB7	Q9Y4F3
G5ECK5	Q9Y4G8
Q9N5S9	Q9Y4H4
O45698	Q9Y4I1
P34691	Q9Y4J8
I7FXD3	Q9Y4K0
G5EFC1	Q9Y4K3
Q9TZN1	Q9Y4K4
P91303	Q9Y4L1
O17606	Q9Y4L5
Q19212	Q9Y4P1
Q8MXD9	Q9Y4P3
Q21647	Q9Y4P8
H8ESF5	Q9Y4R8
O61199	Q9Y4W2
G5EF02	Q9Y4W6
Q7JLB0	Q9Y4X5
Q21167	Q9Y4Y9
P54813	Q9Y4Z0
Q18503	Q9Y4Z2
Q69Z09	Q9Y508
Q17595	Q9Y512
Q9N5X6	Q9Y520
O62436	Q9Y535
Q9U7E0	Q9Y548
Q9XXL3	Q9Y561
Q20203	Q9Y570
Q69Z12	Q9Y572
Q18888	Q9Y575
Q23363	Q9Y580
Q20676	Q9Y581
Q95QS3	Q9Y586
A0A131MD77	Q9Y597
Q18232	Q9Y5A6
O16311	Q9Y5A9
Q09476	Q9Y5B0
C1P648	Q9Y5B6
Q400L6	Q9Y5B8
P54688	Q9Y5B9
Q9U1Q9	Q9Y5E2
Q09382	Q9Y5E6
Q9TZ51	Q9Y5F2
Q965R3	Q9Y5F7
Q17944	Q9Y5G0
O17208	Q9Y5G2
Q9N563	Q9Y5G3
P34660	Q9Y5G8
Q7YZG5	Q9Y5H6
Q21703	Q9Y5I4
Q7K755	Q9Y5J1
Q23206	Q9Y5J3
Q19872	Q9Y5K5
O61220	Q9Y5K6
P48180	Q9Y5K8
Q10576	Q9Y5L0
G5EER4	Q9Y5L3
Q22707	Q9Y5L4
P34397	Q9Y5M8
Q9N3H9	Q9Y5P4
O16312	Q9Y5P6
Q21148	Q9Y5Q3
Q9N5Z6	Q9Y5Q6
Q21225	Q9Y5Q8
A0A168H5N7	Q9Y5Q9
G5ECN7	Q9Y5R8
O44462	Q9Y5S2
Q94360	Q9Y5S9
O44858	Q9Y5T4
Q19838	Q9Y5T5
Q1HB02	Q9Y5U2
Q2V4S7	Q9Y5U4
O01426	Q9Y5U9
Q22703	Q9Y5V3
O16266	Q9Y5W5
Q95Y94	Q9Y5W7
Q9N3C6	Q9Y5X1
G5EBX5	Q9Y5X3
G1FC92	Q9Y5X9
Q22168	Q9Y5Y0
Q8I4F7	Q9Y5Y2
Q7K7J0	Q9Y5Y3
Q19733	Q9Y5Y5
Q2XMY1	Q9Y5Y6
Q09946	Q9Y5Z0
G5ECY4	Q9Y5Z7
Q27475	Q9Y5Z9
Q9N5L4	Q9Y605
Q7YSI9	Q9Y606
Q22047	Q9Y608
P91416	Q9Y613
Q19293	Q9Y617
G5EEW7	Q9Y618
Q19200	Q9Y619
Q56VZ4	Q9Y623
Q09543	Q9Y639
O16749	Q9Y653
P90971	Q9Y657
Q9NES9	Q9Y664
Q9N4F2	Q9Y666
Q9XU63	Q9Y673
Q21430	Q9Y676
Q23680	Q9Y678
Q9GPA1	Q9Y679
Q17632	Q9Y680
Q8STE5	Q9Y696
Q9TZ88	Q9Y697
O45198	Q9Y6A1
Q9TYP9	Q9Y6A4
Q9XW78	Q9Y6A5
O01393	Q9Y6A9
O76258	Q9Y6B6
E5QCH0	Q9Y6C2
Q8WTL6	Q9Y6C9
Q9TZ49	Q9Y6D0
P91233	Q9Y6D5
O02592	Q9Y6D6
Q17392	Q9Y6D9
Q9NEN6	Q9Y6E0
D3NQB9	Q9Y6E2
O62272	Q9Y6G1
Q19086	Q9Y6G3
Q9U235	Q9Y6G9
P91563	Q9Y6H1
Q21514	Q9Y6H3
Q18195	Q9Y6H6
Q8I4N3	Q9Y6I3
Q18579	Q9Y6I4
Q7YWR3	Q9Y6I9
A7LPD5	Q9Y6J0
P34344	Q9Y6J9
A0A7R9SUM5	Q9Y6K0
Q22017	Q9Y6K1
Q19479	Q9Y6K5
G5EBF1	Q9Y6K9
Q19782	Q9Y6M1
O61770	Q9Y6M4
Q20332	Q9Y6M5
O17824	Q9Y6M7
O45766	Q9Y6M9
G5EDJ4	Q9Y6N5
O62231	Q9Y6Q5
G5EDV3	Q9Y6Q9
O18693	Q9Y6R0
H2KYX1	Q9Y6R4
G5EF99	Q9Y6W5
Q9XVK0	Q9Y6W6
Q9XVC9	Q9Y6X1
A0A0K3ARI6	Q9Y6X2
O45915	Q9Y6X3
O18156	Q9Y6Y0
A8WHU4	Q9Y6Y8
